Table 6,,,,,,,,,,,
Crime in the United States, ,,,,,,,,,,
"by Metropolitan Statistical Area, 2007",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Tucson, AZ M.S.A.4",,"963,028", ,,,,, ,,,
,Includes Pima County,,,,,,,,,,
,City of Tucson4,"523,299","4,103",49,277,"1,432","2,345",,"4,787",,"6,767"
,Total area actually reporting,100.0%,"5,033",74,383,"1,717","2,859",,"7,869",,"8,921"
,"Rate per 100,000 inhabitants",,522.6,7.7,39.8,178.3,296.9,,817.1,,926.3
"Tulsa, OK M.S.A.",,"908,036", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"381,469","4,552",55,299,"1,023","3,175","24,044","6,843","13,522","3,679"
,Total area actually reporting,100.0%,"5,890",71,450,"1,138","4,231","34,626","9,662","20,274","4,690"
,"Rate per 100,000 inhabitants",,648.7,7.8,49.6,125.3,466.0,"3,813.3","1,064.1","2,232.7",516.5
"Tuscaloosa, AL M.S.A.",,"199,823", ,,,,, ,,,
,"Includes Greene, Hale, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"83,811",557,10,32,264,251,"5,047","1,199","3,569",279
,Total area actually reporting,99.7%,"1,125",21,73,412,619,"9,824","2,488","6,648",688
,Estimated total,100.0%,"1,127",21,73,413,620,"9,849","2,493","6,666",690
,"Rate per 100,000 inhabitants",,564.0,10.5,36.5,206.7,310.3,"4,928.9","1,247.6","3,336.0",345.3
"Tyler, TX M.S.A.",,"197,461", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,"95,596",665,2,59,125,479,"4,430",806,"3,473",151
,Total area actually reporting,99.0%,"1,029",8,106,158,757,"7,037","1,578","5,088",371
,Estimated total,100.0%,"1,036",8,107,160,761,"7,110","1,593","5,141",376
,"Rate per 100,000 inhabitants",,524.7,4.1,54.2,81.0,385.4,"3,600.7",806.7,"2,603.6",190.4
"Utica-Rome, NY M.S.A.",,"296,125",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica ,"58,888",431,5,21,142,263,"2,880",752,"1,966",162
,City of Rome,"34,123",40,1,7,8,24,531,119,383,29
,Total area actually reporting,99.3%,876,11,47,180,638,"7,230","1,740","5,205",285
,Estimated total,100.0%,879,11,47,181,640,"7,268","1,746","5,235",287
,"Rate per 100,000 inhabitants",,296.8,3.7,15.9,61.1,216.1,"2,454.4",589.6,"1,767.8",96.9
"Valdosta, GA M.S.A.",,"126,232", ,,,,, ,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties",,,,,,,,,,
,City of Valdosta,"45,712",276,1,33,111,131,"2,841",657,"2,013",171
,Total area actually reporting,93.3%,535,2,50,138,345,"4,684","1,141","3,269",274
,Estimated total,100.0%,582,2,52,155,373,"5,085","1,217","3,557",311
,"Rate per 100,000 inhabitants",,461.1,1.6,41.2,122.8,295.5,"4,028.3",964.1,"2,817.8",246.4
"Vallejo-Fairfield, CA M.S.A.",,"410,623",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"116,763","1,089",15,26,361,687,"6,063","1,455","3,154","1,454"
,City of Fairfield ,"106,098",632,7,36,221,368,"4,352",696,"2,988",668
,Total area actually reporting,100.0%,"2,482",31,121,777,"1,553","15,268","3,190","9,307","2,771"
,"Rate per 100,000 inhabitants",,604.4,7.5,29.5,189.2,378.2,"3,718.3",776.9,"2,266.6",674.8
"Victoria, TX M.S.A.",,"114,391", ,,,,, ,,,
,"Includes Calhoun, Goliad, and Victoria Counties",,,,,,,,,,
,City of Victoria,"62,404",346,1,37,72,236,"3,030",670,"2,236",124
,Total area actually reporting,99.4%,446,4,45,81,316,"4,148",985,"2,965",198
,Estimated total,100.0%,448,4,45,82,317,"4,174",990,"2,984",200
,"Rate per 100,000 inhabitants",,391.6,3.5,39.3,71.7,277.1,"3,648.9",865.5,"2,608.6",174.8
"Vineland-Millville-Bridgeton, NJ M.S.A.",,"154,137",,,,,,,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland ,"58,013",334,5,13,147,169,"2,576",589,"1,896",91
,City of Millville,"28,069",255,4,15,102,134,"1,448",343,"1,057",48
,City of Bridgeton,"24,281",379,1,7,171,200,"1,243",376,795,72
,Total area actually reporting,100.0%,"1,062",11,36,434,581,"6,136","1,566","4,272",298
,"Rate per 100,000 inhabitants",,689.0,7.1,23.4,281.6,376.9,"3,980.9","1,016.0","2,771.6",193.3
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,"1,656,896",,,,,,,,,
,"Includes Currituck County, NC and Gloucester, Isle of Wight, James City, Mathews, Surry, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","435,943","1,089",16,88,555,430,"13,030","2,159","10,285",586
,"City of Norfolk, VA","227,903","1,924",48,97,910,869,"11,518","1,694","8,797","1,027"
,"City of Newport News, VA","177,550","1,229",28,91,513,597,"7,386","1,584","5,132",670
,"City of Hampton, VA","144,490",522,6,52,251,213,"4,923",764,"3,658",501
,"City of Portsmouth, VA","101,284",804,17,36,326,425,"5,049","1,101","3,646",302
,Total area actually reporting,100.0%,"7,289",135,513,"3,061","3,580","57,145","9,925","43,232","3,988"
,"Rate per 100,000 inhabitants",,439.9,8.1,31.0,184.7,216.1,"3,448.9",599.0,"2,609.2",240.7
"Visalia-Porterville, CA M.S.A.",,"424,464",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"116,766",667,12,38,155,462,"5,204","1,109","3,338",757
,City of Porterville,"46,621",289,7,14,72,196,"2,349",538,"1,491",320
,Total area actually reporting,100.0%,"2,196",38,128,465,"1,565","16,107","3,612","9,808","2,687"
,"Rate per 100,000 inhabitants",,517.4,9.0,30.2,109.5,368.7,"3,794.7",851.0,"2,310.7",633.0
"Waco, TX M.S.A.",,"227,882", ,,,,, ,,,
,Includes McLennan County,,,,,,,,,,
,City of Waco,"122,514","1,139",6,95,275,763,"8,029","1,987","5,611",431
,Total area actually reporting,100.0%,"1,545",9,163,317,"1,056","11,584","2,769","8,204",611
,"Rate per 100,000 inhabitants",,678.0,3.9,71.5,139.1,463.4,"5,083.3","1,215.1","3,600.1",268.1
"Warner Robins, GA M.S.A.",,"130,014",,,,,,,,,
,Includes Houston County,, ,,,,, ,,,
,City of Warner Robins,"59,780",324,3,16,118,187,"3,289",922,"2,222",145
,Total area actually reporting,100.0%,513,3,28,139,343,"4,880","1,255","3,348",277
,"Rate per 100,000 inhabitants",,394.6,2.3,21.5,106.9,263.8,"3,753.4",965.3,"2,575.1",213.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"5,348,654",,,,,,,,,
,"Includes the Metropolitan Divisions of Bethesda-Frederick-Gaithersburg, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, DC ","588,292","7,924",181,192,"3,985","3,566","27,719","3,920","16,476","7,323"
,"City of Alexandria, VA","137,812",370,7,18,162,183,"3,280",364,"2,557",359
,"City of Frederick, MD","59,731",418,5,20,104,289,"1,806",275,"1,417",114
,Total area actually reporting,100.0%,"23,746",412,"1,024","11,010","11,300","153,737","21,277","106,084","26,376"
,"Rate per 100,000 inhabitants",,444.0,7.7,19.1,205.8,211.3,"2,874.3",397.8,"1,983.4",493.1
"Bethesda-Frederick-Gaithersburg, MD M.D.",,"1,158,220",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"3,014",27,168,"1,323","1,496","28,371","4,345","21,145","2,881"
,"Rate per 100,000 inhabitants",,260.2,2.3,14.5,114.2,129.2,"2,449.5",375.1,"1,825.6",248.7
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,190,434",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Fairfax, Fauquier, Loudoun, Prince William, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,100.0%,"20,732",385,856,"9,687","9,804","125,366","16,932","84,939","23,495"
,"Rate per 100,000 inhabitants",,494.7,9.2,20.4,231.2,234.0,"2,991.7",404.1,"2,027.0",560.7
"Waterloo-Cedar Falls, IA M.S.A.",,"161,918",,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",, ,,,,,,,,
,City of Waterloo ,"65,607",433,4,53,74,302,"3,188",952,"2,072",164
,City of Cedar Falls,"36,995",102,1,16,9,76,821,116,666,39
,Total area actually reporting,100.0%,688,5,87,86,510,"4,807","1,286","3,278",243
,"Rate per 100,000 inhabitants",,424.9,3.1,53.7,53.1,315.0,"2,968.8",794.2,"2,024.5",150.1
"Wausau, WI M.S.A.",,"131,265", ,,,,, ,,,
,Includes Marathon County,,,,,,,,,,
,City of Wausau,"38,405",111,1,16,31,63,"1,113",249,799,65
,Total area actually reporting,100.0%,251,3,18,35,195,"2,332",494,"1,737",101
,"Rate per 100,000 inhabitants",,191.2,2.3,13.7,26.7,148.6,"1,776.6",376.3,"1,323.3",76.9
"Weirton-Steubenville, WV-OH M.S.A.",,"123,812",,,,,,,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",, ,,,,,,,,
,"City of Weirton, WV","19,095",23,0,0,4,19,215,43,161,11
,"City of Steubenville, OH","19,107",79,1,5,40,33,929,167,718,44
,Total area actually reporting,96.7%,213,4,14,45,150,"1,965",381,"1,467",117
,Estimated total,100.0%,220,4,14,47,155,"2,089",403,"1,562",124
,"Rate per 100,000 inhabitants",,177.7,3.2,11.3,38.0,125.2,"1,687.2",325.5,"1,261.6",100.2
"Wenatchee, WA M.S.A.",,"107,897", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"30,179",92,0,17,20,55,"1,549",219,"1,243",87
,Total area actually reporting,100.0%,209,3,41,34,131,"3,683",603,"2,897",183
,"Rate per 100,000 inhabitants",,193.7,2.8,38.0,31.5,121.4,"3,413.4",558.9,"2,685.0",169.6
"Wheeling, WV-OH M.S.A.",,"145,995", ,,,,, ,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV","29,057",134,1,15,35,83,981,216,693,72
,Total area actually reporting,87.6%,219,2,31,42,144,"2,129",507,"1,471",151
,Estimated total,100.0%,252,2,36,55,159,"2,655",603,"1,871",181
,"Rate per 100,000 inhabitants",,172.6,1.4,24.7,37.7,108.9,"1,818.6",413.0,"1,281.6",124.0
"Wichita, KS M.S.A.",,"594,974", ,,,,, ,,,
,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,"358,294","3,386",41,269,557,"2,519","20,756","4,357","14,263","2,136"
,Total area actually reporting,99.5%,"4,025",43,346,594,"3,042","27,571","5,694","19,366","2,511"
,Estimated total,100.0%,"4,035",43,347,595,"3,050","27,662","5,708","19,437","2,517"
,"Rate per 100,000 inhabitants",,678.2,7.2,58.3,100.0,512.6,"4,649.3",959.4,"3,266.9",423.0
"Wichita Falls, TX M.S.A.",,"144,648", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"98,717",576,4,31,228,313,"6,835","1,540","4,797",498
,Total area actually reporting,100.0%,641,6,38,231,366,"7,646","1,847","5,244",555
,"Rate per 100,000 inhabitants",,443.1,4.1,26.3,159.7,253.0,"5,285.9","1,276.9","3,625.4",383.7
"Williamsport, PA M.S.A.",,"117,037", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"29,701",98,1,10,58,29,"1,316",262,970,84
,Total area actually reporting,100.0%,166,3,25,64,74,"2,634",597,"1,896",141
,"Rate per 100,000 inhabitants",,141.8,2.6,21.4,54.7,63.2,"2,250.6",510.1,"1,620.0",120.5
"Wilmington, NC M.S.A.3",,"337,011", ,,,,, ,,,
,"Includes Brunswick, New Hanover, and Pender3 Counties",,,,,,,,,,
,City of Wilmington,"96,913",821,10,58,345,408,"5,893","1,637","3,613",643
,Total area actually reporting,98.3%,"1,403",19,151,457,776,,"4,290","8,915",
,Estimated total,100.0%,"1,428",19,153,464,792,,"4,361","9,122",
,"Rate per 100,000 inhabitants",,423.7,5.6,45.4,137.7,235.0,,"1,294.0","2,706.7",
"Winchester, VA-WV M.S.A.",,"120,991", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","25,443",106,1,10,35,60,"1,235",169,993,73
,Total area actually reporting,100.0%,251,1,53,48,149,"3,139",578,"2,314",247
,"Rate per 100,000 inhabitants",,207.5,0.8,43.8,39.7,123.1,"2,594.4",477.7,"1,912.5",204.1
"Worcester, MA M.S.A.",,"790,004", ,,,,, ,,,
,Includes Worcester County,,,,,,,,,,
,City of Worcester,"175,825","1,531",6,93,371,"1,061","6,025","1,308","3,815",902
,Total area actually reporting,98.1%,"2,953",18,214,534,"2,187","15,148","3,735","9,850","1,563"
,Estimated total,100.0%,"2,995",18,217,542,"2,218","15,445","3,809","10,049","1,587"
,"Rate per 100,000 inhabitants",,379.1,2.3,27.5,68.6,280.8,"1,955.1",482.1,"1,272.0",200.9
"Yakima, WA M.S.A.",,"234,592", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"82,951",561,7,66,136,352,"5,705","1,209","3,652",844
,Total area actually reporting,100.0%,899,15,135,214,535,"12,676","3,095","7,696","1,885"
,"Rate per 100,000 inhabitants",,383.2,6.4,57.5,91.2,228.1,"5,403.4","1,319.3","3,280.6",803.5
"York-Hanover, PA M.S.A.",,"420,251",,,,,,,,,
,Includes York County,, ,,,,,,,,
,City of York,"40,339",440,11,33,293,103,"2,125",499,"1,338",288
,City of Hanover,"15,079",30,0,3,10,17,614,85,511,18
,Total area actually reporting,99.5%,"1,193",16,101,455,621,"9,729","1,623","7,412",694
,Estimated total,100.0%,"1,197",16,101,456,624,"9,775","1,630","7,448",697
,"Rate per 100,000 inhabitants",,284.8,3.8,24.0,108.5,148.5,"2,326.0",387.9,"1,772.3",165.9
"Yuba City, CA M.S.A.",,"164,006",,,,,,,,,
,Includes Sutter and Yuba Counties,, ,,,,,,,,
,City of Yuba City,"61,881",245,2,24,54,165,"1,913",322,"1,361",230
,Total area actually reporting,100.0%,765,2,57,129,577,"4,926","1,383","2,901",642
,"Rate per 100,000 inhabitants",,466.4,1.2,34.8,78.7,351.8,"3,003.5",843.3,"1,768.8",391.4
"Yuma, AZ M.S.A.",,"192,098", ,,,,, ,,,
,Includes Yuma County,,,,,,,,,,
,City of Yuma,"88,874",601,6,32,75,488,"3,913",888,"2,393",632
,Total area actually reporting,87.6%,748,12,46,100,590,"5,560","1,239","3,451",870
,Estimated total,100.0%,830,13,52,122,643,"6,508","1,454","4,057",997
,"Rate per 100,000 inhabitants",,432.1,6.8,27.1,63.5,334.7,"3,387.9",756.9,"2,111.9",519.0
"Aguadilla-Isabela-San Sebastian, Puerto Rico M.S.A.",,"336,526",,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, and San Sebastian Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,179,13,3,71,92,"1,991",882,997,112
,"Rate per 100,000 inhabitants",,53.2,3.9,0.9,21.1,27.3,591.6,262.1,296.3,33.3
"Fajardo, Puerto Rico M.S.A.",,"80,545",,,,,,,,,
,"Includes Ceiba, Fajardo, and Luquillo Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,171,17,0,73,81,"1,021",421,532,68
,"Rate per 100,000 inhabitants",,212.3,21.1,0.0,90.6,100.6,"1,267.6",522.7,660.5,84.4
"Guayama, Puerto Rico M.S.A.",,"84,260",,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,121,13,2,47,59,375,250,93,32
,"Rate per 100,000 inhabitants",,143.6,15.4,2.4,55.8,70.0,445.1,296.7,110.4,38.0
"Mayaguez, Puerto Rico M.S.A.",,"111,219",,,,,,,,,
,Includes Hormigueros and Mayaguez Municipios,,,,,,,,,,
,Total area actually reporting,100.0%,209,14,3,99,93,"2,407",677,"1,620",110
,"Rate per 100,000 inhabitants",,187.9,12.6,2.7,89.0,83.6,"2,164.2",608.7,"1,456.6",98.9
"Ponce, Puerto Rico M.S.A.",,"263,352",,,,,,,,,
,"Includes Juana Diaz, Ponce, and Villalba Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,706,72,24,306,304,"3,395",899,"2,239",257
,"Rate per 100,000 inhabitants",,268.1,27.3,9.1,116.2,115.4,"1,289.1",341.4,850.2,97.6
"San German-Cabo Rojo, Puerto Rico M.S.A.",,"145,904",,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,87,7,3,33,44,898,438,414,46
,"Rate per 100,000 inhabitants",,59.6,4.8,2.1,22.6,30.2,615.5,300.2,283.7,31.5
"San Juan-Caguas-Guaynabo, Puerto Rico M.S.A.",,"2,599,997",,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Arecibo, Barceloneta, Barranquitas, Bayamon, Caguas, Camuy, Canovanas, Carolina, Catano, Cayey, Ciales, Cidra, Comerio, Corozal, Dorado, Florida, Guaynabo, Gurabo, Hatillo, Humacao, Juncos, Las Piedras, Loiza, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Quebradillas, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,"6,929",553,53,"4,294","2,029","39,737","11,822","20,974","6,941"
,"Rate per 100,000 inhabitants",,266.5,21.3,2.0,165.2,78.0,"1,528.3",454.7,806.7,267.0
"Yauco, Puerto Rico M.S.A.",,"124,051",,,,,,,,,
,"Includes Guanica, Guayanilla, Penuelas, and Yauco Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,195,20,6,78,91,"1,040",355,616,69
,"Rate per 100,000 inhabitants",,157.2,16.1,4.8,62.9,73.4,838.4,286.2,496.6,55.6
"1  The FBI determined that the agency's data were overreported.  Consequently, affected data are not included in this table.",,,,,,,,,,,
"2 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,,,,,,,,,,
"3 The FBI determined that the agency's data were underreported.  Consequently, affected data are not included in this table.",,,,,,,,,,,
"4  It was determined that the agency did not follow national Uniform Crime Reporting (UCR) Program guidelines for reporting an offense.  Consequently, this figure is not included in this table.  ",,,,,,,,,,,
"5 The data collection methodology for the offense of forcible rape used by the Minnesota state UCR Program (with the exception of Minneapolis and St. Paul, MN) does not comply with national UCR Program guidelines.  Consequently, their figures for forcible rape and violent crime (of which forcible rape is a part) are not published in this table.",,,,,,,,,,,
"6 The population for the city of Mobile, Alabama, includes 61,856 inhabitants from the jurisdiction of the Mobile County Sheriff's Department.",,,,,,,,,,,
