Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2017",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of New Orleans,"397,447"," 4,457 ", 157 , 575 ," 1,308 "," 2,417 "," 16,867 "," 2,229 "," 12,107 "," 2,531 "
,Total area actually reporting,100.0%," 7,197 ", 218 , 762 ," 1,920 "," 4,297 "," 37,620 "," 5,483 "," 28,314 "," 3,823 "
,"Rate per 100,000 inhabitants",,564.0,17.1,59.7,150.5,336.7,"2,948.1",429.7,"2,218.9",299.6
"New York-Newark-Jersey City, NY-NJ-PA M.S.A.",,"20,306,398",,,,,,,,,
,"Includes the Metropolitan Divisions of Dutchess County-Putnam County, NY; Nassau County-Suffolk County, NY; Newark, NJ-PA; and New York-Jersey City-White Plains, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,616,333"," 46,433 ", 292 ," 2,375 "," 13,995 "," 29,771 "," 124,815 "," 11,104 "," 107,976 "," 5,735 "
,"City of Newark, NJ","283,673"," 2,543 ", 77 , 116 ," 1,070 "," 1,280 "," 6,794 "," 1,202 "," 3,200 "," 2,392 "
,"City of Jersey City, NJ","267,906"," 1,365 ", 21 , 123 , 534 , 687 ," 4,841 "," 1,119 "," 3,231 ", 491 
,"City of White Plains, NY","58,461", 103 , 0 , 9 , 26 , 68 , 982 , 34 , 916 , 32 
,"City of New Brunswick, NJ","57,481", 360 , 4 , 22 , 191 , 143 ," 1,341 ", 253 ," 1,001 ", 87 
,"City of Lakewood Township, NJ","102,759", 95 , 1 , 4 , 30 , 60 , 931 , 216 , 689 , 26 
,Total area actually reporting,99.8%," 67,519 ", 571 ," 4,002 "," 21,803 "," 41,143 "," 270,484 "," 30,904 "," 221,682 "," 17,898 "
,Estimated total,100.0%," 67,600 ", 571 ," 4,012 "," 21,826 "," 41,191 "," 271,205 "," 30,986 "," 222,294 "," 17,925 "
,"Rate per 100,000 inhabitants",,332.9,2.8,19.8,107.5,202.8,"1,335.6",152.6,"1,094.7",88.3
"Dutchess County-Putnam County, NY M.D.",,"393,569",,,,,,,,,
,Includes Dutchess and Putnam Counties,,,,,,,,,,
,Total area actually reporting,99.2%, 628 , 5 , 127 , 122 , 374 ," 4,124 ", 507 ," 3,529 ", 88 
,Estimated total,100.0%, 634 , 5 , 128 , 124 , 377 ," 4,173 ", 513 ," 3,570 ", 90 
,"Rate per 100,000 inhabitants",,161.1,1.3,32.5,31.5,95.8,"1,060.3",130.3,907.1,22.9
"Nassau County-Suffolk County, NY M.D.",,"2,863,520",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,98.8%," 3,270 ", 39 , 146 ," 1,094 "," 1,991 "," 31,111 "," 2,731 "," 26,639 "," 1,741 "
,Estimated total,100.0%," 3,327 ", 39 , 153 ," 1,110 "," 2,025 "," 31,624 "," 2,789 "," 27,075 "," 1,760 "
,"Rate per 100,000 inhabitants",,116.2,1.4,5.3,38.8,70.7,"1,104.4",97.4,945.5,61.5
"Newark, NJ-PA M.D.",,"2,523,572",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Somerset, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%," 6,636 ", 126 , 420 ," 2,933 "," 3,157 "," 36,319 "," 6,019 "," 24,558 "," 5,742 "
,"Rate per 100,000 inhabitants",,263.0,5.0,16.6,116.2,125.1,"1,439.2",238.5,973.1,227.5
"New York-Jersey City-White Plains, NY-NJ M.D.",,"14,525,737",,,,,,,,,
,"Includes Bergen, Hudson, Middlesex, Monmouth, Ocean, and Passaic Counties, NJ and Bronx, Kings, New York, Orange, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.9%," 56,985 ", 401 ," 3,309 "," 17,654 "," 35,621 "," 198,930 "," 21,647 "," 166,956 "," 10,327 "
,Estimated total,100.0%," 57,003 ", 401 ," 3,311 "," 17,659 "," 35,632 "," 199,089 "," 21,665 "," 167,091 "," 10,333 "
,"Rate per 100,000 inhabitants",,392.4,2.8,22.8,121.6,245.3,"1,370.6",149.1,"1,150.3",71.1
"Niles-Benton Harbor, MI M.S.A.",,"153,925",,,,,,,,,
,Includes Berrien County,,,,,,,,,,
,City of Niles,"11,202", 67 , 1 , 16 , 9 , 41 , 265 , 57 , 169 , 39 
,City of Benton Harbor,"9,899", 218 , 3 , 23 , 36 , 156 , 392 , 131 , 228 , 33 
,Total area actually reporting,100.0%, 763 , 8 , 159 , 93 , 503 ," 3,034 ", 622 ," 2,213 ", 199 
,"Rate per 100,000 inhabitants",,495.7,5.2,103.3,60.4,326.8,"1,971.1",404.1,"1,437.7",129.3
"North Port-Sarasota-Bradenton, FL M.S.A.",,"805,941",,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,"65,498", 110 , 1 , 26 , 8 , 75 , 788 , 136 , 633 , 19 
,City of Sarasota,"57,383", 323 , 1 , 26 , 87 , 209 ," 1,964 ", 270 ," 1,582 ", 112 
,City of Bradenton,"56,821", 298 , 4 , 27 , 59 , 208 ," 1,444 ", 199 ," 1,166 ", 79 
,City of Venice,"22,762", 28 , 0 , 4 , 1 , 23 , 305 , 44 , 249 , 12 
,Total area actually reporting,100.0%," 2,853 ", 32 , 267 , 440 ," 2,114 "," 14,371 "," 2,440 "," 11,192 ", 739 
,"Rate per 100,000 inhabitants",,354.0,4.0,33.1,54.6,262.3,"1,783.1",302.8,"1,388.7",91.7
"Norwich-New London, CT M.S.A.",,"176,834",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,"39,393", 103 , 0 , 21 , 33 , 49 , 601 , 134 , 428 , 39 
,City of New London,"26,880", 132 , 4 , 24 , 33 , 71 , 741 , 98 , 541 , 102 
,Total area actually reporting,100.0%, 397 , 4 , 83 , 95 , 215 ," 3,239 ", 418 ," 2,620 ", 201 
,"Rate per 100,000 inhabitants",,224.5,2.3,46.9,53.7,121.6,"1,831.7",236.4,"1,481.6",113.7
"Ocala, FL M.S.A.",,"353,029",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"59,731", 468 , 4 , 54 , 117 , 293 ," 3,172 ", 482 ," 2,537 ", 153 
,Total area actually reporting,100.0%," 1,388 ", 17 , 143 , 253 , 975 ," 8,071 "," 1,947 "," 5,435 ", 689 
,"Rate per 100,000 inhabitants",,393.2,4.8,40.5,71.7,276.2,"2,286.2",551.5,"1,539.5",195.2
"Ocean City, NJ M.S.A.",,"94,353",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"11,281", 12 , 1 , 3 , 2 , 6 , 385 , 34 , 350 , 1 
,Total area actually reporting,100.0%, 192 , 2 , 18 , 42 , 130 ," 2,696 ", 468 ," 2,164 ", 64 
,"Rate per 100,000 inhabitants",,203.5,2.1,19.1,44.5,137.8,"2,857.4",496.0,"2,293.5",67.8
"Odessa, TX M.S.A.",,"160,996",,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,"121,194", 912 , 7 , 78 , 101 , 726 ," 3,219 ", 560 ," 2,386 ", 273 
,Total area actually reporting,100.0%," 1,079 ", 12 , 85 , 121 , 861 ," 4,734 ", 858 ," 3,411 ", 465 
,"Rate per 100,000 inhabitants",,670.2,7.5,52.8,75.2,534.8,"2,940.4",532.9,"2,118.7",288.8
"Ogden-Clearfield, UT M.S.A.",,"664,366",,,,,,,,,
,"Includes Box Elder, Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"87,323", 463 , 6 , 49 , 91 , 317 ," 3,794 ", 546 ," 2,780 ", 468 
,City of Clearfield,"30,994", 41 , 1 , 7 , 9 , 24 , 615 , 73 , 492 , 50 
,Total area actually reporting,98.1%," 1,055 ", 15 , 253 , 167 , 620 ," 13,618 "," 1,970 "," 10,461 "," 1,187 "
,Estimated total,100.0%," 1,078 ", 15 , 258 , 172 , 633 ," 13,923 "," 2,018 "," 10,677 "," 1,228 "
,"Rate per 100,000 inhabitants",,162.3,2.3,38.8,25.9,95.3,"2,095.7",303.7,"1,607.1",184.8
"Oklahoma City, OK M.S.A.",,"1,385,915",,,,,,,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"648,260"," 5,104 ", 81 , 474 ," 1,120 "," 3,429 "," 24,326 "," 6,105 "," 15,421 "," 2,800 "
,Total area actually reporting,100.0%," 6,907 ", 105 , 806 ," 1,439 "," 4,557 "," 40,163 "," 9,656 "," 26,316 "," 4,191 "
,"Rate per 100,000 inhabitants",,498.4,7.6,58.2,103.8,328.8,"2,897.9",696.7,"1,898.8",302.4
"Olympia-Tumwater, WA M.S.A.",,"279,936",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia,"51,923", 256 , 1 , 42 , 67 , 146 ," 2,171 ", 371 ," 1,596 ", 204 
,City of Tumwater,"22,961", 71 , 1 , 13 , 10 , 47 , 691 , 142 , 453 , 96 
,Total area actually reporting,100.0%, 756 , 9 , 121 , 137 , 489 ," 7,164 "," 1,542 "," 4,909 ", 713 
,"Rate per 100,000 inhabitants",,270.1,3.2,43.2,48.9,174.7,"2,559.2",550.8,"1,753.6",254.7
"Omaha-Council Bluffs, NE-IA M.S.A.",,"933,488",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","449,388"," 2,909 ", 31 , 410 , 625 ," 1,843 "," 17,437 "," 2,088 "," 11,849 "," 3,500 "
,"City of Council Bluffs, IA ","62,549", 150 , 1 , 24 , 62 , 63 ," 3,717 ", 435 ," 2,853 ", 429 
,Total area actually reporting,99.2%," 3,573 ", 35 , 556 , 741 ," 2,241 "," 25,674 "," 3,317 "," 17,906 "," 4,451 "
,Estimated total,100.0%," 3,589 ", 35 , 559 , 742 ," 2,253 "," 25,810 "," 3,343 "," 18,007 "," 4,460 "
,"Rate per 100,000 inhabitants",,384.5,3.7,59.9,79.5,241.4,"2,764.9",358.1,"1,929.0",477.8
"Orlando-Kissimmee-Sanford, FL M.S.A.",,"2,502,951",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,"283,982"," 2,113 ", 23 , 183 , 605 ," 1,302 "," 15,490 "," 2,388 "," 11,715 "," 1,387 "
,City of Kissimmee,"71,130", 350 , 7 , 32 , 88 , 223 ," 2,104 ", 314 ," 1,633 ", 157 
,City of Sanford,"59,457", 415 , 9 , 53 , 95 , 258 ," 2,476 ", 398 ," 1,944 ", 134 
,Total area actually reporting,99.9%," 11,100 ", 125 ," 1,179 "," 2,353 "," 7,443 "," 69,377 "," 12,859 "," 51,177 "," 5,341 "
,Estimated total,100.0%," 11,108 ", 125 ," 1,180 "," 2,355 "," 7,448 "," 69,433 "," 12,867 "," 51,220 "," 5,346 "
,"Rate per 100,000 inhabitants",,443.8,5.0,47.1,94.1,297.6,"2,774.0",514.1,"2,046.4",213.6
"Oshkosh-Neenah, WI M.S.A.",,"170,405",,,,,,,,,
,Includes Winnebago County,,,,,,,,,,
,City of Oshkosh,"66,652", 157 , 0 , 4 , 28 , 125 ," 1,363 ", 177 ," 1,116 ", 70 
,City of Neenah,"25,983", 50 , 0 , 7 , 2 , 41 , 496 , 40 , 444 , 12 
,Total area actually reporting,100.0%, 292 , 0 , 32 , 32 , 228 ," 2,737 ", 351 ," 2,264 ", 122 
,"Rate per 100,000 inhabitants",,171.4,0.0,18.8,18.8,133.8,"1,606.2",206.0,"1,328.6",71.6
"Owensboro, KY M.S.A.",,"118,539",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,"59,576", 178 , 3 , 46 , 52 , 77 ," 2,597 ", 390 ," 1,964 ", 243 
,Total area actually reporting,100.0%, 196 , 4 , 52 , 53 , 87 ," 3,073 ", 538 ," 2,239 ", 296 
,"Rate per 100,000 inhabitants",,165.3,3.4,43.9,44.7,73.4,"2,592.4",453.9,"1,888.8",249.7
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"852,923",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"209,513", 908 , 15 , 65 , 430 , 398 ," 5,328 ", 787 ," 3,848 ", 693 
,City of Thousand Oaks,"129,240", 172 , 2 , 44 , 35 , 91 ," 1,687 ", 269 ," 1,305 ", 113 
,City of Ventura,"110,006", 460 , 2 , 63 , 111 , 284 ," 3,638 ", 585 ," 2,717 ", 336 
,City of Camarillo,"67,714", 107 , 1 , 8 , 42 , 56 ," 1,086 ", 182 , 826 , 78 
,Total area actually reporting,100.0%," 2,239 ", 26 , 270 , 730 ," 1,213 "," 15,985 "," 2,612 "," 11,764 "," 1,609 "
,"Rate per 100,000 inhabitants",,262.5,3.0,31.7,85.6,142.2,"1,874.1",306.2,"1,379.3",188.6
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"586,851",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"111,275", 561 , 7 , 41 , 50 , 463 ," 2,120 ", 445 ," 1,524 ", 151 
,City of Melbourne,"82,013", 670 , 4 , 63 , 121 , 482 ," 3,399 ", 548 ," 2,679 ", 172 
,City of Titusville,"46,425", 289 , 1 , 35 , 55 , 198 ," 1,631 ", 387 ," 1,071 ", 173 
,Total area actually reporting,100.0%," 2,703 ", 25 , 235 , 396 ," 2,047 "," 14,264 "," 2,651 "," 10,588 "," 1,025 "
,"Rate per 100,000 inhabitants",,460.6,4.3,40.0,67.5,348.8,"2,430.6",451.7,"1,804.2",174.7
"Panama City, FL M.S.A.",,"203,139",,,,,,,,,
,Includes Bay and Gulf Counties,,,,,,,,,,
,City of Panama City,"38,135", 332 , 5 , 4 , 53 , 270 ," 2,352 ", 395 ," 1,752 ", 205 
,Total area actually reporting,100.0%, 943 , 11 , 82 , 106 , 744 ," 6,994 "," 1,291 "," 5,204 ", 499 
,"Rate per 100,000 inhabitants",,464.2,5.4,40.4,52.2,366.3,"3,443.0",635.5,"2,561.8",245.6
"Parkersburg-Vienna, WV M.S.A.",,"90,643",,,,,,,,,
,Includes Wirt and Wood Counties,, ,,,,, ,,,
,City of Parkersburg,"30,475", 221 , 4 , 26 , 11 , 180 ," 1,431 ", 413 , 905 , 113 
,City of Vienna,"10,409", 22 , 0 , 3 , 0 , 19 , 352 , 25 , 318 , 9 
,Total area actually reporting,96.7%, 388 , 8 , 48 , 11 , 321 ," 2,288 ", 609 ," 1,506 ", 173 
,Estimated total,100.0%, 395 , 8 , 49 , 12 , 326 ," 2,379 ", 622 ," 1,578 ", 179 
,"Rate per 100,000 inhabitants",,435.8,8.8,54.1,13.2,359.7,"2,624.6",686.2,"1,740.9",197.5
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"493,108",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"54,072", 319 , 0 , 29 , 69 , 221 ," 2,073 ", 302 ," 1,680 ", 91 
,Total area actually reporting,100.0%," 2,003 ", 24 , 246 , 337 ," 1,396 "," 12,076 "," 2,400 "," 9,027 ", 649 
,"Rate per 100,000 inhabitants",,406.2,4.9,49.9,68.3,283.1,"2,449.0",486.7,"1,830.6",131.6
"Peoria, IL M.S.A.",,"375,998",,,,,,,,,
,"Includes Marshall, Peoria, Stark, Tazewell, and Woodford Counties",, ,,,,, ,,,
,City of Peoria,"114,157", 867 , 12 , 65 , 281 , 509 ," 4,810 "," 1,119 "," 3,357 ", 334 
,Total area actually reporting,89.6%," 1,421 ", 14 , 189 , 321 , 897 ," 8,311 "," 1,931 "," 5,872 ", 508 
,Estimated total,100.0%," 1,488 ", 14 , 203 , 333 , 938 ," 8,785 "," 2,036 "," 6,212 ", 537 
,"Rate per 100,000 inhabitants",,395.7,3.7,54.0,88.6,249.5,"2,336.4",541.5,"1,652.1",142.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"6,095,755",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Montgomery County-Bucks County-Chester County, PA; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,575,595"," 14,930 ", 316 ," 1,182 "," 6,026 "," 7,406 "," 48,268 "," 6,590 "," 36,195 "," 5,483 "
,"City of Camden County Police Department, NJ","74,299"," 1,462 ", 23 , 75 , 410 , 954 ," 2,526 ", 583 ," 1,393 ", 550 
,"City of Wilmington, DE","71,552"," 1,142 ", 34 , 33 , 381 , 694 ," 3,550 ", 705 ," 2,413 ", 432 
,Total area actually reporting,99.9%," 26,128 ", 496 ," 2,024 "," 9,313 "," 14,295 "," 125,286 "," 18,104 "," 97,216 "," 9,966 "
,Estimated total,100.0%," 26,131 ", 496 ," 2,024 "," 9,314 "," 14,297 "," 125,306 "," 18,106 "," 97,233 "," 9,967 "
,"Rate per 100,000 inhabitants",,428.7,8.1,33.2,152.8,234.5,"2,055.6",297.0,"1,595.1",163.5
"Camden, NJ M.D.",,"1,256,928",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%," 3,283 ", 52 , 273 ," 1,024 "," 1,934 "," 24,128 "," 4,530 "," 18,097 "," 1,501 "
,"Rate per 100,000 inhabitants",,261.2,4.1,21.7,81.5,153.9,"1,919.6",360.4,"1,439.8",119.4
"Montgomery County-Bucks County-Chester County, PA M.D.",,"1,972,157",,,,,,,,,
,"Includes Bucks, Chester, and Montgomery Counties",,,,,,,,,,
,Total area actually reporting,99.9%," 2,513 ", 33 , 307 , 714 ," 1,459 "," 25,532 "," 2,636 "," 21,847 "," 1,049 "
,Estimated total,100.0%," 2,516 ", 33 , 307 , 715 ," 1,461 "," 25,552 "," 2,638 "," 21,864 "," 1,050 "
,"Rate per 100,000 inhabitants",,127.6,1.7,15.6,36.3,74.1,"1,295.6",133.8,"1,108.6",53.2
"Philadelphia, PA M.D.",,"2,140,093",,,,,,,,,
,Includes Delaware and Philadelphia Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 17,041 ", 361 ," 1,277 "," 6,635 "," 8,768 "," 58,080 "," 7,840 "," 44,059 "," 6,181 "
,"Rate per 100,000 inhabitants",,796.3,16.9,59.7,310.0,409.7,"2,713.9",366.3,"2,058.7",288.8
"Wilmington, DE-MD-NJ M.D.",,"726,577",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%," 3,291 ", 50 , 167 , 940 ," 2,134 "," 17,546 "," 3,098 "," 13,213 "," 1,235 "
,"Rate per 100,000 inhabitants",,452.9,6.9,23.0,129.4,293.7,"2,414.9",426.4,"1,818.5",170.0
"Phoenix-Mesa-Scottsdale, AZ M.S.A.",,"4,737,604",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,644,177"," 12,511 ", 157 ," 1,142 "," 3,293 "," 7,919 "," 60,353 "," 12,801 "," 39,899 "," 7,653 "
,City of Mesa,"492,268"," 2,047 ", 23 , 252 , 454 ," 1,318 "," 10,692 "," 1,878 "," 7,930 ", 884 
,City of Scottsdale,"251,840", 396 , 5 , 103 , 100 , 188 ," 5,470 ", 878 ," 4,346 ", 246 
,City of Tempe,"186,086", 883 , 5 , 151 , 229 , 498 ," 7,669 "," 1,076 "," 6,120 ", 473 
,Total area actually reporting,99.9%," 22,288 ", 271 ," 2,364 "," 5,322 "," 14,331 "," 133,339 "," 24,504 "," 95,496 "," 13,339 "
,Estimated total,100.0%," 22,293 ", 271 ," 2,365 "," 5,323 "," 14,334 "," 133,380 "," 24,510 "," 95,528 "," 13,342 "
,"Rate per 100,000 inhabitants",,470.6,5.7,49.9,112.4,302.6,"2,815.3",517.4,"2,016.4",281.6
"Pine Bluff, AR M.S.A",,"90,789", ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff,"43,040", 795 , 22 , 34 , 133 , 606 ," 2,378 ", 812 ," 1,282 ", 284 
,Total area actually reporting,100.0%, 914 , 27 , 55 , 143 , 689 ," 3,200 "," 1,107 "," 1,717 ", 376 
,"Rate per 100,000 inhabitants",,"1,006.7",29.7,60.6,157.5,758.9,"3,524.7","1,219.3","1,891.2",414.1
"Pittsburgh, PA M.S.A.",,"2,341,460", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"305,932"," 2,008 ", 55 , 90 , 802 ," 1,061 "," 9,528 "," 1,610 "," 7,238 ", 680 
,Total area actually reporting,99.3%," 6,485 ", 127 , 479 ," 1,672 "," 4,207 "," 36,609 "," 5,972 "," 28,841 "," 1,796 "
,Estimated total,100.0%," 6,514 ", 127 , 482 ," 1,679 "," 4,226 "," 36,833 "," 5,999 "," 29,029 "," 1,805 "
,"Rate per 100,000 inhabitants",,278.2,5.4,20.6,71.7,180.5,"1,573.1",256.2,"1,239.8",77.1
"Pittsfield, MA M.S.A.",,"126,293", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"42,546", 375 , 4 , 50 , 43 , 278 ," 1,092 ", 399 , 656 , 37 
,Total area actually reporting,90.3%, 669 , 4 , 89 , 59 , 517 ," 2,162 ", 679 ," 1,416 ", 67 
,Estimated total,100.0%, 705 , 4 , 93 , 65 , 543 ," 2,320 ", 706 ," 1,535 ", 79 
,"Rate per 100,000 inhabitants",,558.2,3.2,73.6,51.5,430.0,"1,837.0",559.0,"1,215.4",62.6
"Pocatello, ID M.S.A.",,"85,293",,,,,,,,,
,Includes Bannock County,,,,,,,,,,
,City of Pocatello ,"54,800", 243 , 1 , 13 , 9 , 220 ," 1,609 ", 295 ," 1,194 ", 120 
,Total area actually reporting,100.0%, 257 , 1 , 13 , 12 , 231 ," 2,077 ", 339 ," 1,601 ", 137 
,"Rate per 100,000 inhabitants",,301.3,1.2,15.2,14.1,270.8,"2,435.1",397.5,"1,877.1",160.6
"Portland-South Portland, ME M.S.A.2",,"533,811",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"67,079", 186 , 2 , 48 , 55 , 81 ," 1,767 ", 166 ," 1,504 ", 97 
,City of South Portland,"25,679", 56 , 0 , 4 , 13 , 39 , 578 , 78 , 481 , 19 
,Total area actually reporting,100.0%, 680 , 4 , 187 , 123 , 366 ," 7,884 "," 1,125 "," 6,459 ", 300 
,"Rate per 100,000 inhabitants",,127.4,0.7,35.0,23.0,68.6,"1,476.9",210.7,"1,210.0",56.2
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.2, 5",,"2,462,322",,,,,,,,,
,"Includes Clackamas, Columbia,2 Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","649,408"," 3,349 ", 24 , 438 ," 1,045 "," 1,842 "," 36,867 "," 4,735 "," 24,837 "," 7,295 "
,"City of Vancouver, WA","176,884", 652 , 9 , 154 , 122 , 367 ," 5,469 ", 749 ," 3,657 "," 1,063 "
,"City of Hillsboro, OR","107,433", 268 , 1 , 80 , 60 , 127 ," 2,144 ", 209 ," 1,714 ", 221 
,"City of Beaverton, OR","98,897", 172 , 1 , 60 , 32 , 79 ," 1,760 ", 157 ," 1,396 ", 207 
,Total area actually reporting,98.8%," 6,911 ", 64 ," 1,418 "," 1,673 "," 3,756 ",,," 49,367 "," 12,728 "
,Estimated total,100.0%," 6,974 ", 65 ," 1,432 "," 1,685 "," 3,792 ",,," 49,932 "," 12,820 "
,"Rate per 100,000 inhabitants",,283.2,2.6,58.2,68.4,154.0,,,"2,027.8",520.6
"Port St. Lucie, FL M.S.A.",,"473,556",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"188,652", 186 , 2 , 13 , 31 , 140 ," 2,126 ", 309 ," 1,730 ", 87 
,Total area actually reporting,100.0%," 1,106 ", 13 , 156 , 195 , 742 ," 7,964 "," 1,450 "," 6,114 ", 400 
,"Rate per 100,000 inhabitants",,233.6,2.7,32.9,41.2,156.7,"1,681.7",306.2,"1,291.1",84.5
"Prescott, AZ M.S.A.",,"227,836",,,,,,,,,
,Includes Yavapai County,, ,,,,,,,,
,City of Prescott,"42,975", 157 , 0 , 11 , 15 , 131 , 903 , 121 , 757 , 25 
,Total area actually reporting,100.0%, 701 , 4 , 75 , 43 , 579 ," 4,197 ", 768 ," 3,184 ", 245 
,"Rate per 100,000 inhabitants",,307.7,1.8,32.9,18.9,254.1,"1,842.1",337.1,"1,397.5",107.5
"Providence-Warwick, RI-MA M.S.A.",,"1,619,966",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",, ,,,,, ,,,
,"City of Providence, RI ","179,854", 960 , 12 , 104 , 255 , 589 ," 5,925 "," 1,013 "," 4,332 ", 580 
,"City of Warwick, RI","81,617", 97 , 1 , 27 , 12 , 57 ," 1,383 ", 173 ," 1,149 ", 61 
,Total area actually reporting,99.5%," 4,756 ", 32 , 637 ," 1,002 "," 3,085 "," 27,304 "," 4,963 "," 20,182 "," 2,159 "
,Estimated total,100.0%," 4,777 ", 32 , 639 ," 1,005 "," 3,101 "," 27,402 "," 4,980 "," 20,256 "," 2,166 "
,"Rate per 100,000 inhabitants",,294.9,2.0,39.4,62.0,191.4,"1,691.5",307.4,"1,250.4",133.7
"Provo-Orem, UT M.S.A.",,"616,739",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"117,540", 148 , 1 , 52 , 29 , 66 ," 2,036 ", 155 ," 1,764 ", 117 
,City of Orem,"99,045", 69 , 0 , 14 , 22 , 33 ," 2,016 ", 191 ," 1,696 ", 129 
,Total area actually reporting,100.0%, 492 , 7 , 163 , 92 , 230 ," 9,436 "," 1,051 "," 7,857 ", 528 
,"Rate per 100,000 inhabitants",,79.8,1.1,26.4,14.9,37.3,"1,530.0",170.4,"1,274.0",85.6
"Pueblo, CO M.S.A.",,"165,456", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo,"110,872"," 1,167 ", 10 , 199 , 219 , 739 ," 6,838 "," 1,376 "," 4,234 "," 1,228 "
,Total area actually reporting,100.0%," 1,201 ", 11 , 200 , 226 , 764 ," 8,004 "," 1,562 "," 5,072 "," 1,370 "
,"Rate per 100,000 inhabitants",,725.9,6.6,120.9,136.6,461.8,"4,837.5",944.1,"3,065.5",828.0
"Punta Gorda, FL M.S.A.",,"182,274", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"19,181", 16 , 0 , 0 , 5 , 11 , 246 , 23 , 208 , 15 
,Total area actually reporting,100.0%, 376 , 1 , 33 , 28 , 314 ," 2,299 ", 391 ," 1,781 ", 127 
,"Rate per 100,000 inhabitants",,206.3,0.5,18.1,15.4,172.3,"1,261.3",214.5,977.1,69.7
"Racine, WI M.S.A.2",,"195,139", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine2,"77,371", 520 , 1 , 61 , 122 , 336 ," 1,762 ", 417 ," 1,216 ", 129 
,Total area actually reporting,100.0%, 673 , 2 , 79 , 143 , 449 ," 2,961 ", 579 ," 2,197 ", 185 
