Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2014",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
"Syracuse, NY M.S.A.",,"662,707", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"144,534","1,164",20,70,406,668,"5,755","1,404","3,986",365
,Total area actually reporting,100.0%,"1,851",23,256,529,"1,043","15,142","3,036","11,531",575
,"Rate per 100,000 inhabitants",,279.3,3.5,38.6,79.8,157.4,"2,284.9",458.1,"1,740.0",86.8
"Tallahassee, FL M.S.A.",,"377,234", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"187,573","1,758",14,198,307,"1,239","9,080","2,316","6,099",665
,Total area actually reporting,99.8%,"2,559",18,265,353,"1,923","13,790","3,548","9,337",905
,Estimated total,100.0%,"2,562",18,265,354,"1,925","13,810","3,552","9,352",906
,"Rate per 100,000 inhabitants",,679.2,4.8,70.2,93.8,510.3,"3,660.9",941.6,"2,479.1",240.2
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"2,914,610",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"357,124","2,080",28,62,514,"1,476","8,670","1,820","6,355",495
,City of St. Petersburg,"250,772","2,169",19,154,619,"1,377","14,150","2,612","10,139","1,399"
,City of Clearwater,"110,075",641,7,56,195,383,"4,283",755,"3,318",210
,City of Largo,"78,502",338,4,42,92,200,"2,876",564,"2,182",130
,Total area actually reporting,100.0%,"13,043",159,"1,059","2,857","8,968","94,329","19,518","68,808","6,003"
,"Rate per 100,000 inhabitants",,447.5,5.5,36.3,98.0,307.7,"3,236.4",669.7,"2,360.8",206.0
"Texarkana, TX-AR M.S.A.",,"150,328",,,,,,,,,
,"Includes Little River and Miller Counties, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","37,687",325,1,41,64,219,"2,393",512,"1,699",182
,Total area actually reporting,100.0%,801,5,72,120,604,"6,132","1,486","4,204",442
,"Rate per 100,000 inhabitants",,532.8,3.3,47.9,79.8,401.8,"4,079.1",988.5,"2,796.6",294.0
"The Villages, FL M.S.A.",,"111,413", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,Total area actually reporting,99.2%,208,2,27,18,161,"1,094",353,687,54
,Estimated total,100.0%,211,2,27,19,163,"1,122",358,708,56
,"Rate per 100,000 inhabitants",,189.4,1.8,24.2,17.1,146.3,"1,007.1",321.3,635.5,50.3
"Toledo, OH M.S.A.3, 4, 6",,"608,517", ,,,,, ,,,
,"Includes Fulton, Lucas, and Wood Counties",,,,,,,,,,
,City of Toledo6,"281,150","3,068",24,231,944,"1,869",,"4,691",,949
,Total area actually reporting,92.6%,"3,336",27,291,"1,014","2,004",,"5,769",,"1,147"
,Estimated total,100.0%,"3,404",28,304,"1,038","2,034",,"5,970",,"1,187"
,"Rate per 100,000 inhabitants",,559.4,4.6,50.0,170.6,334.3,,981.1,,195.1
"Topeka, KS M.S.A.",,"234,274", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"127,673",651,6,66,198,381,"6,260","1,007","4,672",581
,Total area actually reporting,97.6%,853,9,77,206,561,"7,940","1,480","5,752",708
,Estimated total,100.0%,863,9,79,207,568,"8,049","1,498","5,835",716
,"Rate per 100,000 inhabitants",,368.4,3.8,33.7,88.4,242.5,"3,435.7",639.4,"2,490.7",305.6
"Trenton, NJ M.S.A.",,"371,608",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"84,324",931,32,23,403,473,"2,029",819,870,340
,Total area actually reporting,100.0%,"1,290",32,42,558,658,"6,749","1,767","4,356",626
,"Rate per 100,000 inhabitants",,347.1,8.6,11.3,150.2,177.1,"1,816.2",475.5,"1,172.2",168.5
"Tulsa, OK M.S.A.",,"968,064", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"399,556","3,217",46,313,920,"1,938","20,304","5,500","12,494","2,310"
,Total area actually reporting,100.0%,"4,463",59,552,"1,059","2,793","30,013","8,080","18,728","3,205"
,"Rate per 100,000 inhabitants",,461.0,6.1,57.0,109.4,288.5,"3,100.3",834.7,"1,934.6",331.1
"Tuscaloosa, AL M.S.A.",,"237,088", ,,,,, ,,,
,"Includes Hale, Pickens, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"96,412",466,9,53,176,228,"4,138","1,042","2,913",183
,Total area actually reporting,93.7%,858,12,103,233,510,"7,327","1,812","5,129",386
,Estimated total,100.0%,896,12,108,240,536,"7,626","1,907","5,312",407
,"Rate per 100,000 inhabitants",,377.9,5.1,45.6,101.2,226.1,"3,216.5",804.3,"2,240.5",171.7
"Utica-Rome, NY M.S.A.",,"297,852",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica,"61,702",402,6,35,124,237,"2,366",432,"1,826",108
,City of Rome,"32,615",28,2,1,7,18,625,156,450,19
,Total area actually reporting,98.5%,764,9,149,161,445,"6,160","1,215","4,755",190
,Estimated total,100.0%,772,9,150,164,449,"6,235","1,225","4,818",192
,"Rate per 100,000 inhabitants",,259.2,3.0,50.4,55.1,150.7,"2,093.3",411.3,"1,617.6",64.5
"Valdosta, GA M.S.A.3",,"144,114",,,,,,,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties3",, ,,,,,,,,
,City of Valdosta3,"56,862",184,7,9,65,103,"3,289",542,"2,627",120
,Total area actually reporting,99.5%,377,9,19,83,266,"4,846","1,008","3,622",216
,Estimated total,100.0%,380,9,19,84,268,"4,875","1,013","3,644",218
,"Rate per 100,000 inhabitants",,263.7,6.2,13.2,58.3,186.0,"3,382.7",702.9,"2,528.6",151.3
"Vallejo-Fairfield, CA M.S.A.",,"429,882",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"119,504","1,034",18,63,368,585,"4,877","2,258","1,579","1,040"
,City of Fairfield ,"110,300",519,6,41,201,271,"3,873",656,"2,582",635
,Total area actually reporting,100.0%,"2,109",27,146,723,1213,"13,453",3773,"7,417",2263
,"Rate per 100,000 inhabitants",,490.6,6.3,34.0,168.2,282.2,"3,129.5",877.7,"1,725.4",526.4
"Victoria, TX M.S.A.",,"99,086", ,,,,, ,,,
,Includes Goliad and Victoria Counties,,,,,,,,,,
,City of Victoria,"65,726",338,2,67,38,231,"2,281",437,"1,774",70
,Total area actually reporting,100.0%,426,4,79,43,300,"2,861",615,"2,145",101
,"Rate per 100,000 inhabitants",,429.9,4.0,79.7,43.4,302.8,"2,887.4",620.7,"2,164.8",101.9
"Vineland-Bridgeton, NJ M.S.A.",,"157,616", ,,,,, ,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,"61,115",267,2,13,113,139,"2,243",450,"1,762",31
,City of Bridgeton,"25,243",258,7,8,122,121,978,396,563,19
,Total area actually reporting,100.0%,806,17,45,333,411,"6,125","1,548","4,479",98
,"Rate per 100,000 inhabitants",,511.4,10.8,28.6,211.3,260.8,"3,886.0",982.1,"2,841.7",62.2
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,"1,715,279",,,,,,,,,
,"Includes Currituck and Gates Counties, NC and Gloucester, Isle of Wight, James City, Mathews, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","451,102",660,17,107,252,284,"9,811","1,050","8,396",365
,"City of Norfolk, VA","247,078","1,280",31,122,392,735,"9,679","1,312","7,864",503
,"City of Newport News, VA","182,374",783,25,72,232,454,"5,533",918,"4,290",325
,"City of Hampton, VA","136,590",347,9,35,110,193,"4,399",591,"3,580",228
,"City of Portsmouth, VA","96,435",581,9,48,173,351,"4,838","1,225","3,298",315
,Total area actually reporting,99.3%,"5,277",109,568,"1,481","3,119","47,534","7,010","38,242","2,282"
,Estimated total,100.0%,"5,293",109,569,"1,483","3,132","47,732","7,085","38,355","2,292"
,"Rate per 100,000 inhabitants",,308.6,6.4,33.2,86.5,182.6,"2,782.8",413.1,"2,236.1",133.6
"Visalia-Porterville, CA M.S.A.",,"459,432",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"128,488",484,10,30,138,306,"3,796",783,"2,456",557
,City of Porterville,"55,391",158,4,10,38,106,"1,204",343,702,159
,Total area actually reporting,100.0%,"1,937",38,91,378,"1,430","11,424","2,938","6,686","1,800"
,"Rate per 100,000 inhabitants",,421.6,8.3,19.8,82.3,311.3,"2,486.5",639.5,"1,455.3",391.8
"Waco, TX M.S.A.",,"262,172", ,,,,, ,,,
,Includes Falls and McLennan Counties,,,,,,,,,,
,City of Waco,"129,944",576,6,101,138,331,"5,009","1,373","3,434",202
,Total area actually reporting,97.9%,994,10,157,173,654,"7,915","1,926","5,645",344
,Estimated total,100.0%,"1,008",10,159,176,663,"8,066","1,952","5,760",354
,"Rate per 100,000 inhabitants",,384.5,3.8,60.6,67.1,252.9,"3,076.6",744.5,"2,197.0",135.0
"Walla Walla, WA M.S.A.",,"63,981",,,,,,,,,
,Includes Columbia and Walla Walla Counties,,,,,,,,,,
,City of Walla Walla,"31,833",104,1,21,12,70,"1,560",268,"1,198",94
,Total area actually reporting,100.0%,129,2,22,13,92,"2,260",442,"1,682",136
,"Rate per 100,000 inhabitants",,201.6,3.1,34.4,20.3,143.8,"3,532.3",690.8,"2,628.9",212.6
"Warner Robins, GA M.S.A.3",,"188,330",,,,,,,,,
,"Includes Houston, Peach, and Pulaski Counties3",,,,,,,,,,
,City of Warner Robins3,"73,418",328,2,20,119,187,"4,524",867,"3,451",206
,Total area actually reporting,97.1%,631,8,28,158,437,"7,497","1,636","5,558",303
,Estimated total,100.0%,657,8,30,167,452,"7,736","1,678","5,739",319
,"Rate per 100,000 inhabitants",,348.9,4.2,15.9,88.7,240.0,"4,107.7",891.0,"3,047.3",169.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"6,031,640",,,,,,,,,
,"Includes the Metropolitan Divisions of Silver Spring-Frederick-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ","658,893","7,810",105,470,"3,231","4,004","33,027","3,463","25,881","3,683"
,"City of Alexandria, VA","151,065",276,4,22,142,108,"2,960",259,"2,438",263
,"City of Frederick, MD","67,257",289,1,19,82,187,"1,556",205,"1,312",39
,Total area actually reporting,99.9%,"19,068",224,"1,422","7,429","9,993","127,078","15,643","100,285","11,150"
,Estimated total,100.0%,"19,094",224,"1,424","7,433","10,013","127,366","15,682","100,523","11,161"
,"Rate per 100,000 inhabitants",,316.6,3.7,23.6,123.2,166.0,"2,111.6",260.0,"1,666.6",185.0
"Silver Spring-Frederick-Rockville, MD M.D.",,"1,272,900",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"2,343",20,166,774,"1,383","20,470","3,067","16,567",836
,"Rate per 100,000 inhabitants",,184.1,1.6,13.0,60.8,108.6,"1,608.1",240.9,"1,301.5",65.7
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,758,740",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,99.8%,"16,725",204,"1,256","6,655","8,610","106,608","12,576","83,718","10,314"
,Estimated total,100.0%,"16,751",204,"1,258","6,659","8,630","106,896","12,615","83,956","10,325"
,"Rate per 100,000 inhabitants",,352.0,4.3,26.4,139.9,181.4,"2,246.3",265.1,"1,764.2",217.0
"Waterloo-Cedar Falls, IA M.S.A.",,"170,225",,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",, ,,,,,,,,
,City of Waterloo,"68,358",653,6,84,65,498,"2,673",795,"1,755",123
,City of Cedar Falls,"40,883",50,1,12,7,30,786,115,646,25
,Total area actually reporting,100.0%,817,7,107,75,628,"4,058","1,122","2,760",176
,"Rate per 100,000 inhabitants",,480.0,4.1,62.9,44.1,368.9,"2,383.9",659.1,"1,621.4",103.4
"Watertown-Fort Drum, NY M.S.A.",,"120,437",,,,,,,,,
,Includes Jefferson County,, ,,,,,,,,
,City of Watertown,"28,009",153,0,47,17,89,"1,296",193,"1,097",6
,Total area actually reporting,97.6%,214,1,68,21,124,"2,341",338,"1,964",39
,Estimated total,100.0%,219,1,68,23,127,"2,389",345,"2,004",40
,"Rate per 100,000 inhabitants",,181.8,0.8,56.5,19.1,105.4,"1,983.6",286.5,"1,663.9",33.2
"Wausau, WI M.S.A.",,"135,783",,,,,,,,,
,Includes Marathon County,, ,,,,,,,,
,City of Wausau,"39,359",85,2,13,10,60,764,125,609,30
,Total area actually reporting,97.5%,118,2,17,11,88,"1,777",289,"1,436",52
,Estimated total,100.0%,122,2,18,12,90,"1,850",298,"1,497",55
,"Rate per 100,000 inhabitants",,89.8,1.5,13.3,8.8,66.3,"1,362.5",219.5,"1,102.5",40.5
"Wenatchee, WA M.S.A.",,"114,491", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"32,820",63,0,12,15,36,"1,156",184,914,58
,Total area actually reporting,100.0%,134,0,25,22,87,"2,363",514,"1,697",152
,"Rate per 100,000 inhabitants",,117.0,0.0,21.8,19.2,76.0,"2,063.9",448.9,"1,482.2",132.8
"Wheeling, WV-OH M.S.A.",,"145,171", ,,,,, ,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV","27,890",217,0,12,16,189,705,165,501,39
,Total area actually reporting,88.8%,381,0,38,35,308,"2,058",451,"1,496",111
,Estimated total,100.0%,411,0,43,43,325,"2,489",523,"1,839",127
,"Rate per 100,000 inhabitants",,283.1,0.0,29.6,29.6,223.9,"1,714.5",360.3,"1,266.8",87.5
"Wichita Falls, TX M.S.A.",,"152,243", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"104,949",426,2,87,130,207,"4,258",939,"3,082",237
,Total area actually reporting,95.9%,508,3,98,134,273,"5,021","1,139","3,585",297
,Estimated total,100.0%,523,3,100,137,283,"5,190","1,168","3,714",308
,"Rate per 100,000 inhabitants",,343.5,2.0,65.7,90.0,185.9,"3,409.0",767.2,"2,439.5",202.3
"Williamsport, PA M.S.A.",,"116,875", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"29,340",132,3,9,54,66,"1,011",137,848,26
,Total area actually reporting,100.0%,255,4,41,77,133,"2,224",387,"1,787",50
,"Rate per 100,000 inhabitants",,218.2,3.4,35.1,65.9,113.8,"1,902.9",331.1,"1,529.0",42.8
"Wilmington, NC M.S.A.",,"272,484", ,,,,, ,,,
,Includes New Hanover and Pender Counties,,,,,,,,,,
,City of Wilmington,"113,418",766,18,36,237,475,"5,172","1,343","3,475",354
,Total area actually reporting,99.1%,"1,101",34,81,292,694,"9,186","2,303","6,365",518
,Estimated total,100.0%,"1,107",34,81,294,698,"9,266","2,319","6,426",521
,"Rate per 100,000 inhabitants",,406.3,12.5,29.7,107.9,256.2,"3,400.6",851.1,"2,358.3",191.2
"Winchester, VA-WV M.S.A.",,"132,823", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","27,481",85,0,33,16,36,"1,083",113,937,33
,Total area actually reporting,99.7%,233,2,76,36,119,"2,798",457,"2,222",119
,Estimated total,100.0%,234,2,76,36,120,"2,809",459,"2,231",119
,"Rate per 100,000 inhabitants",,176.2,1.5,57.2,27.1,90.3,"2,114.8",345.6,"1,679.7",89.6
"Winston-Salem, NC M.S.A.",,"654,625", ,,,,, ,,,
,"Includes Davidson, Davie, Forsyth, Stokes, and Yadkin Counties",,,,,,,,,,
,City of Winston-Salem,"238,082","1,696",13,77,428,"1,178","12,896","3,724","8,467",705
,Total area actually reporting,99.3%,"2,626",22,136,574,"1,894","23,016","7,229","14,622","1,165"
,Estimated total,100.0%,"2,637",22,137,577,"1,901","23,157","7,257","14,730","1,170"
,"Rate per 100,000 inhabitants",,402.8,3.4,20.9,88.1,290.4,"3,537.4","1,108.6","2,250.1",178.7
"Worcester, MA-CT M.S.A.",,"856,152", ,,,,, ,,,
,"Includes Windham County, CT and Worcester County, MA",,,,,,,,,,
,"City of Worcester, MA","183,248","1,762",6,7,402,"1,347","5,604","1,414","3,824",366
,Total area actually reporting,99.0%,"3,576",8,212,629,"2,727","15,903","3,730","11,355",818
,Estimated total,100.0%,"3,604",8,215,634,"2,747","16,046","3,758","11,461",827
,"Rate per 100,000 inhabitants",,421.0,0.9,25.1,74.1,320.9,"1,874.2",438.9,"1,338.7",96.6
"Yakima, WA M.S.A.",,"248,862", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"93,667",408,2,39,115,252,"4,616","1,087","2,808",721
,Total area actually reporting,100.0%,605,7,56,152,390,"8,191","2,091","4,937","1,163"
,"Rate per 100,000 inhabitants",,243.1,2.8,22.5,61.1,156.7,"3,291.4",840.2,"1,983.8",467.3
"York-Hanover, PA M.S.A.",,"439,739",,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,"43,951",388,8,24,167,189,"1,444",389,938,117
,City of Hanover,"15,380",35,1,2,11,21,413,23,389,1
,Total area actually reporting,100.0%,902,14,94,267,527,"7,349","1,208","5,858",283
,"Rate per 100,000 inhabitants",,205.1,3.2,21.4,60.7,119.8,"1,671.2",274.7,"1,332.2",64.4
"Youngstown-Warren-Boardman, OH-PA M.S.A.2",,"553,703",,,,,,,,,
,"Includes Mahoning and Trumbull Counties, OH and Mercer County, PA",,,,,,,,,,
,"City of Youngstown, OH","64,669",424,14,34,132,244,"3,180","1,462","1,486",232
,"City of Warren, OH","40,592",181,2,29,87,63,"1,646",551,"1,003",92
,"City of Boardman, OH","40,047",65,1,15,35,14,"1,825",262,"1,520",43
,Total area actually reporting,95.3%,"1,308",24,185,398,701,,"4,080","9,403",
,Estimated total,100.0%,"1,347",24,193,412,718,,"4,195","9,897",
,"Rate per 100,000 inhabitants",,243.3,4.3,34.9,74.4,129.7,,757.6,"1,787.4",
"Yuba City, CA M.S.A.",,"170,005",,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,"65,525",223,0,21,53,149,"1,699",410,"1,109",180
,Total area actually reporting,100.0%,612,2,46,116,448,"4,499","1,206","2,706",587
,"Rate per 100,000 inhabitants",,360.0,1.2,27.1,68.2,263.5,"2,646.4",709.4,"1,591.7",345.3
"Yuma, AZ M.S.A.",,"203,851",,,,,,,,,
,Includes Yuma County,, ,,,,, ,,,
,City of Yuma,"92,075",520,3,35,70,412,"3,334",855,"2,166",313
,Total area actually reporting,100.0%,759,8,51,88,612,"5,215","1,566","3,167",482
,"Rate per 100,000 inhabitants",,372.3,3.9,25.0,43.2,300.2,"2,558.2",768.2,"1,553.6",236.4
"Aguadilla-Isabela, Puerto Rico M.S.A.",,"322,641",,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, San Sebastian, and Utuado Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,265,19,8,103,135,"2,962","1,120","1,751",91
,"Rate per 100,000 inhabitants",,82.1,5.9,2.5,31.9,41.8,918.0,347.1,542.7,28.2
"Arecibo, Puerto Rico M.S.A.",,"191,864",,,,,,,,,
,"Includes Arecibo, Camuy, Hatillo, and Quebradillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,294,17,4,148,125,"2,722",868,"1,682",172
,"Rate per 100,000 inhabitants",,153.2,8.9,2.1,77.1,65.2,"1,418.7",452.4,876.7,89.6
"Guayama, Puerto Rico M.S.A.",,"80,581",,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,159,13,1,50,95,"1,014",357,632,25
,"Rate per 100,000 inhabitants",,197.3,16.1,1.2,62.0,117.9,"1,258.4",443.0,784.3,31.0
"Mayaguez, Puerto Rico M.S.A.",,"98,661",,,,,,,,,
,Includes Hormigueros and Mayaguez Municipios,,,,,,,,,,
,Total area actually reporting,100.0%,176,8,2,111,55,"1,628",492,"1,069",67
,"Rate per 100,000 inhabitants",,178.4,8.1,2.0,112.5,55.7,"1,650.1",498.7,"1,083.5",67.9
"Ponce, Puerto Rico M.S.A.",,"325,929",,,,,,,,,
,"Includes Guanica, Guyanilla, Juana Diaz, Penuelas, Ponce, Villalba, and Yauco Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,778,68,12,353,345,"3,074",821,"2,140",113
,"Rate per 100,000 inhabitants",,238.7,20.9,3.7,108.3,105.9,943.2,251.9,656.6,34.7
"San German, Puerto Rico M.S.A.",,"132,660",,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,92,6,1,32,53,819,346,445,28
,"Rate per 100,000 inhabitants",,69.4,4.5,0.8,24.1,40.0,617.4,260.8,335.4,21.1
"San Juan-Carolina-Caguas, Puerto Rico M.S.A.",,"2,242,285",,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Barceloneta, Barranquitas, Bayamon, Caguas, Canovanas, Carolina, Catano, Cayey, Ceiba, Ciales, Cidra, Comerio, Corozal, Dorado, Fajardo, Florida, Guaynabo, Gurabo, Humacao, Juncos, Las Piedras, Loiza, Luquillo, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,"6,356",526,13,"4,265","1,552","31,961","7,554","20,332","4,075"
,"Rate per 100,000 inhabitants",,283.5,23.5,0.6,190.2,69.2,"1,425.4",336.9,906.8,181.7
1 The rape figures in this table are an aggregate total of the data submitted using both the revised and legacy Uniform Crime Reporting (UCR) definitions.  See data declaration for further explanation.,,,,,,,,,,,
"2 The FBI determined that the agency's data were overreported.  Consequently, affected data are not included in this table.",,,,,,,,,,,
"3 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,,,,,,,,,,
"4 The FBI determined that the agency's data were underreported.  Consequently, those data are not included in this table.",,,,,,,,,,,
"5 The population for the city of Mobile, Alabama, includes 55,819 inhabitants from the jurisdiction of the Mobile County Sheriff's Department.",,,,,,,,,,,
"6 The FBI determined that the agency did not follow national UCR Program guidelines for reporting an offense.  Consequently, this figure is not included in this table.  ",,,,,,,,,,,
