Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2008",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"City of Portsmouth, VA","101,782",719,15,59,348,297,"5,650","1,123","4,182",345
,Total area actually reporting,100.0%,"7,077",106,478,"3,218","3,275","57,550","9,750","44,007","3,793"
,"Rate per 100,000 inhabitants",,425.5,6.4,28.7,193.5,196.9,"3,459.8",586.1,"2,645.6",228.0
"Visalia-Porterville, CA M.S.A.",,"426,568",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"121,850",675,10,46,194,425,"5,719","1,238","3,774",707
,City of Porterville,"52,308",283,1,7,63,212,"1,880",389,"1,166",325
,Total area actually reporting,100.0%,"2,257",43,104,469,"1,641","16,890","3,930","10,169","2,791"
,"Rate per 100,000 inhabitants",,529.1,10.1,24.4,109.9,384.7,"3,959.5",921.3,"2,383.9",654.3
"Waco, TX M.S.A.",,"229,941", ,,,,, ,,,
,Includes McLennan County,,,,,,,,,,
,City of Waco,"123,208","1,031",11,75,252,693,"7,393","2,090","4,915",388
,Total area actually reporting,100.0%,"1,415",15,153,294,953,"10,768","2,792","7,431",545
,"Rate per 100,000 inhabitants",,615.4,6.5,66.5,127.9,414.5,"4,682.9","1,214.2","3,231.7",237.0
"Warner Robins, GA M.S.A.",,"133,071",,,,,,,,,
,Includes Houston County,, ,,,,, ,,,
,City of Warner Robins,"61,443",330,4,18,90,218,"3,779",845,"2,759",175
,Total area actually reporting,100.0%,471,8,22,109,332,"5,790","1,229","4,284",277
,"Rate per 100,000 inhabitants",,353.9,6.0,16.5,81.9,249.5,"4,351.1",923.6,"3,219.3",208.2
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"5,363,413",,,,,,,,,
,"Includes the Metropolitan Divisions of Bethesda-Frederick-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, DC ","591,833","8,135",186,186,"4,154","3,609","28,759","3,781","18,787","6,191"
,"City of Alexandria, VA","140,891",324,3,30,149,142,"3,389",294,"2,713",382
,"City of Frederick, MD","60,034",471,2,12,126,331,"1,849",379,"1,326",144
,Total area actually reporting,100.0%,"23,483",401,987,"10,975","11,120","160,970","22,622","115,514","22,834"
,"Rate per 100,000 inhabitants",,437.8,7.5,18.4,204.6,207.3,"3,001.3",421.8,"2,153.7",425.7
"Bethesda-Frederick-Rockville, MD M.D.",,"1,169,906",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"3,024",25,159,"1,346","1,494","30,002","4,501","22,878","2,623"
,"Rate per 100,000 inhabitants",,258.5,2.1,13.6,115.1,127.7,"2,564.5",384.7,"1,955.5",224.2
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,193,507",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Fairfax, Fauquier, Loudoun, Prince William, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,100.0%,"20,459",376,828,"9,629","9,626","130,968","18,121","92,636","20,211"
,"Rate per 100,000 inhabitants",,487.9,9.0,19.7,229.6,229.5,"3,123.1",432.1,"2,209.0",482.0
"Waterloo-Cedar Falls, IA M.S.A.",,"163,606",,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",, ,,,,,,,,
,City of Waterloo ,"66,098",510,2,43,112,353,"2,824",779,"1,874",171
,City of Cedar Falls,"37,759",129,0,12,10,107,671,113,536,22
,Total area actually reporting,100.0%,765,3,66,123,573,"4,269","1,089","2,945",235
,"Rate per 100,000 inhabitants",,467.6,1.8,40.3,75.2,350.2,"2,609.3",665.6,"1,800.1",143.6
"Wausau, WI M.S.A.",,"130,393", ,,,,, ,,,
,Includes Marathon County,,,,,,,,,,
,City of Wausau,"37,981",131,1,19,29,82,"1,177",276,851,50
,Total area actually reporting,100.0%,346,3,35,34,274,"2,366",502,"1,773",91
,"Rate per 100,000 inhabitants",,265.4,2.3,26.8,26.1,210.1,"1,814.5",385.0,"1,359.7",69.8
"Weirton-Steubenville, WV-OH M.S.A.",,"121,534",,,,,,,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",, ,,,,,,,,
,"City of Weirton, WV","18,660",23,0,0,7,16,243,43,180,20
,"City of Steubenville, OH","18,745",102,3,9,35,55,"1,058",179,843,36
,Total area actually reporting,93.9%,208,3,15,46,144,"2,214",483,"1,612",119
,Estimated total,100.0%,224,3,17,51,153,"2,450",525,"1,793",132
,"Rate per 100,000 inhabitants",,184.3,2.5,14.0,42.0,125.9,"2,015.9",432.0,"1,475.3",108.6
"Wenatchee-East Wenatchee, WA M.S.A.",,"108,298", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"29,976",99,1,21,12,65,"1,207",212,934,61
,City of East Wenatchee,"12,328",24,2,7,1,14,600,66,515,19
,Total area actually reporting,100.0%,206,5,50,22,129,"3,108",518,"2,420",170
,"Rate per 100,000 inhabitants",,190.2,4.6,46.2,20.3,119.1,"2,869.9",478.3,"2,234.6",157.0
"Wheeling, WV-OH M.S.A.",,"144,612", ,,,,, ,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV","28,838",141,1,16,37,87,875,186,632,57
,Total area actually reporting,88.7%,280,3,44,59,174,"2,394",551,"1,674",169
,Estimated total,100.0%,313,3,49,71,190,"2,895",644,"2,057",194
,"Rate per 100,000 inhabitants",,216.4,2.1,33.9,49.1,131.4,"2,001.9",445.3,"1,422.4",134.2
"Wichita, KS M.S.A.",,"601,018", ,,,,, ,,,
,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,"362,602","3,091",30,278,482,"2,301","20,034","4,077","14,097","1,860"
,Total area actually reporting,99.6%,"3,659",33,345,516,"2,765","25,915","5,396","18,331","2,188"
,Estimated total,100.0%,"3,668",33,346,517,"2,772","25,981","5,407","18,382","2,192"
,"Rate per 100,000 inhabitants",,610.3,5.5,57.6,86.0,461.2,"4,322.8",899.6,"3,058.5",364.7
"Wichita Falls, TX M.S.A.",,"147,728", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"101,279",557,4,46,208,299,"6,980","1,515","4,936",529
,Total area actually reporting,100.0%,635,7,56,213,359,"7,811","1,822","5,418",571
,"Rate per 100,000 inhabitants",,429.8,4.7,37.9,144.2,243.0,"5,287.4","1,233.3","3,667.6",386.5
"Williamsport, PA M.S.A.",,"116,368", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"29,380",99,2,5,51,41,"1,174",269,849,56
,Total area actually reporting,100.0%,180,2,17,60,101,"2,401",536,"1,778",87
,"Rate per 100,000 inhabitants",,154.7,1.7,14.6,51.6,86.8,"2,063.3",460.6,"1,527.9",74.8
"Wilmington, NC M.S.A.",,"349,460", ,,,,, ,,,
,"Includes Brunswick, New Hanover, and Pender Counties",,,,,,,,,,
,City of Wilmington,"100,944",778,12,49,319,398,"5,447","1,465","3,454",528
,Total area actually reporting,98.3%,"1,317",16,118,439,744,"14,076","4,436","8,587","1,053"
,Estimated total,100.0%,"1,342",16,120,446,760,"14,373","4,505","8,801","1,067"
,"Rate per 100,000 inhabitants",,384.0,4.6,34.3,127.6,217.5,"4,112.9","1,289.1","2,518.5",305.3
"Winchester, VA-WV M.S.A.",,"123,259", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","25,904",86,1,8,36,41,"1,316",202,"1,060",54
,Total area actually reporting,100.0%,250,2,60,54,134,"3,254",676,"2,358",220
,"Rate per 100,000 inhabitants",,202.8,1.6,48.7,43.8,108.7,"2,640.0",548.4,"1,913.0",178.5
"Winston-Salem, NC M.S.A.",,"469,651", ,,,,, ,,,
,"Includes Davie, Forsyth, Stokes, and Yadkin Counties",,,,,,,,,,
,City of Winston-Salem,"226,460","2,079",19,104,723,"1,233","14,995","4,670","9,234","1,091"
,Total area actually reporting,99.4%,"2,824",23,167,827,"1,807","22,642","6,665","14,472","1,505"
,Estimated total,100.0%,"2,835",23,168,830,"1,814","22,780","6,697","14,571","1,512"
,"Rate per 100,000 inhabitants",,603.6,4.9,35.8,176.7,386.2,"4,850.4","1,426.0","3,102.5",321.9
"Worcester, MA M.S.A.",,"789,453", ,,,,, ,,,
,Includes Worcester County,,,,,,,,,,
,City of Worcester,"177,151","1,718",6,42,373,"1,297","6,356","1,701","3,983",672
,Total area actually reporting,98.8%,"3,236",15,164,552,"2,505","16,339","4,314","10,681","1,344"
,Estimated total,100.0%,"3,263",15,166,557,"2,525","16,530","4,361","10,811","1,358"
,"Rate per 100,000 inhabitants",,413.3,1.9,21.0,70.6,319.8,"2,093.9",552.4,"1,369.4",172.0
"Yakima, WA M.S.A.",,"234,618", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"83,027",429,8,49,133,239,"5,940","1,233","3,907",800
,Total area actually reporting,99.1%,774,19,99,242,414,"12,137","3,034","7,303","1,800"
,Estimated total,100.0%,780,19,100,244,417,"12,224","3,050","7,364","1,810"
,"Rate per 100,000 inhabitants",,332.5,8.1,42.6,104.0,177.7,"5,210.2","1,300.0","3,138.7",771.5
"York-Hanover, PA M.S.A.",,"425,908",,,,,,,,,
,Includes York County,, ,,,,,,,,
,City of York,"40,221",473,11,27,322,113,"2,150",462,"1,440",248
,City of Hanover,"14,972",53,0,4,23,26,607,54,537,16
,Total area actually reporting,100.0%,"1,086",20,96,500,470,"9,744","1,634","7,574",536
,"Rate per 100,000 inhabitants",,255.0,4.7,22.5,117.4,110.4,"2,287.8",383.7,"1,778.3",125.8
"Youngstown-Warren-Boardman, OH-PA M.S.A.",,"566,927",,,,,,,,,
,"Includes Mahoning and Trumbull Counties, OH and Mercer County, PA",,,,,,,,,,
,"City of Youngstown, OH","72,887",733,29,34,252,418,"4,030","1,684","1,853",493
,"City of Warren, OH","43,809",392,3,39,167,183,"2,256",889,"1,163",204
,"City of Boardman, OH","39,244",73,0,5,56,12,"1,776",299,"1,378",99
,Total area actually reporting,95.4%,"1,829",41,151,645,992,"17,915","5,102","11,481","1,332"
,Estimated total,100.0%,"1,875",41,159,663,"1,012","18,678","5,249","12,059","1,370"
,"Rate per 100,000 inhabitants",,330.7,7.2,28.0,116.9,178.5,"3,294.6",925.9,"2,127.1",241.7
"Yuba City, CA M.S.A.",,"166,703",,,,,,,,,
,Includes Sutter and Yuba Counties,, ,,,,,,,,
,City of Yuba City,"62,595",231,4,14,65,148,"1,999",383,"1,384",232
,Total area actually reporting,100.0%,695,10,53,130,502,"4,831","1,320","2,925",586
,"Rate per 100,000 inhabitants",,416.9,6.0,31.8,78.0,301.1,"2,898.0",791.8,"1,754.6",351.5
"Yuma, AZ M.S.A.2",,"193,473", ,,,,, ,,,
,Includes Yuma County2,,,,,,,,,,
,City of Yuma,"90,245",511,4,25,56,426,"3,203",638,"2,196",369
,Total area actually reporting,87.2%,637,6,32,68,531,"4,376","1,090","2,771",515
,Estimated total,100.0%,715,7,37,92,579,"5,336","1,308","3,404",624
,"Rate per 100,000 inhabitants",,369.6,3.6,19.1,47.6,299.3,"2,758.0",676.1,"1,759.4",322.5
"Aguadilla-Isabela-San Sebastian, Puerto Rico M.S.A.",,"339,523",,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, and San Sebastian Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,323,21,5,151,146,"3,359","1,544","1,623",192
,"Rate per 100,000 inhabitants",,95.1,6.2,1.5,44.5,43.0,989.3,454.8,478.0,56.5
"Fajardo, Puerto Rico M.S.A.",,"80,633",,,,,,,,,
,"Includes Ceiba, Fajardo, and Luquillo Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,182,21,1,73,87,"1,004",430,516,58
,"Rate per 100,000 inhabitants",,225.7,26.0,1.2,90.5,107.9,"1,245.1",533.3,639.9,71.9
"Guayama, Puerto Rico M.S.A.",,"84,193",,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,184,8,2,65,109,916,515,330,71
,"Rate per 100,000 inhabitants",,218.5,9.5,2.4,77.2,129.5,"1,088.0",611.7,392.0,84.3
"Mayaguez, Puerto Rico M.S.A.",,"110,644",,,,,,,,,
,Includes Hormigueros and Mayaguez Municipios,,,,,,,,,,
,Total area actually reporting,100.0%,239,11,1,126,101,"2,863",833,"1,916",114
,"Rate per 100,000 inhabitants",,216.0,9.9,0.9,113.9,91.3,"2,587.6",752.9,"1,731.7",103.0
"Ponce, Puerto Rico M.S.A.",,"262,943",,,,,,,,,
,"Includes Juana Diaz, Ponce, and Villalba Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,902,89,14,374,425,"3,758",942,"2,523",293
,"Rate per 100,000 inhabitants",,343.0,33.8,5.3,142.2,161.6,"1,429.2",358.3,959.5,111.4
"San German-Cabo Rojo, Puerto Rico M.S.A.",,"147,242",,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,119,3,1,77,38,840,417,381,42
,"Rate per 100,000 inhabitants",,80.8,2.0,0.7,52.3,25.8,570.5,283.2,258.8,28.5
"San Juan-Caguas-Guaynabo, Puerto Rico M.S.A.",,"2,608,375",,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Arecibo, Barceloneta, Barranquitas, Bayamon, Caguas, Camuy, Canovanas, Carolina, Catano, Cayey, Ciales, Cidra, Comerio, Corozal, Dorado, Florida, Guaynabo, Gurabo, Hatillo, Humacao, Juncos, Las Piedras, Loiza, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Quebradillas, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,"7,039",603,58,"4,416","1,962","43,090","12,984","24,038","6,068"
,"Rate per 100,000 inhabitants",,269.9,23.1,2.2,169.3,75.2,"1,652.0",497.8,921.6,232.6
"Yauco, Puerto Rico M.S.A.",,"124,566",,,,,,,,,
,"Includes Guanica, Guayanilla, Penuelas, and Yauco Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,179,20,9,63,87,"1,070",421,600,49
,"Rate per 100,000 inhabitants",,143.7,16.1,7.2,50.6,69.8,859.0,338.0,481.7,39.3
"1  The FBI determined that the agency's data were overreported.  Consequently, those data are not included in this table.",,,,,,,,,,,
"2 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,,,,,,,,,,
"3 The FBI determined that the agency's data were underreported.  Consequently, those data are not included in this table.",,,,,,,,,,,
"4 The FBI determined that the agency did not follow national Uniform Crime Reporting (UCR) Program guidelines for reporting an offense.  Consequently, this figure is not included in this table.  ",,,,,,,,,,,
"5 The data collection methodology for the offense of forcible rape used by the Minnesota state UCR Program does not comply with national UCR Program guidelines.  Consequently, its figures for forcible rape and violent crime (of which forcible rape is a part) are not published in this table. ",,,,,,,,,,,
"6 The population for the city of Mobile, Alabama, includes 60,536 inhabitants from the jurisdiction of the Mobile County Sheriff's Department.",,,,,,,,,,,
