Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2013",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,Total area actually reporting,100.0%,"1,963",20,253,659,"1,031","30,755","6,426","20,999","3,330"
,"Rate per 100,000 inhabitants",,366.8,3.7,47.3,123.1,192.7,"5,746.8","1,200.7","3,923.8",622.2
"Springfield, IL M.S.A.",,"212,387", ,,,,, ,,,
,Includes Menard and Sangamon Counties,,,,,,,,,,
,City of Springfield,"117,351","1,191",4,71,287,829,"5,905","1,300","4,439",166
,Total area actually reporting,88.6%,"1,580",34,153,336,"1,057","7,798","1,676","5,334",788
,Estimated total,100.0%,"1,631",35,158,351,"1,087","8,270","1,759","5,703",808
,"Rate per 100,000 inhabitants",,767.9,16.5,74.4,165.3,511.8,"3,893.8",828.2,"2,685.2",380.4
"Springfield, MA M.S.A.",,"628,316", ,,,,, ,,,
,Includes Hampden and Hampshire Counties,,,,,,,,,,
,City of Springfield,"153,586","1,673",22,89,598,964,"7,113","2,360","4,018",735
,Total area actually reporting,98.5%,"3,251",28,326,907,"1,990","18,076","4,779","12,006","1,291"
,Estimated total,100.0%,"3,281",28,329,913,"2,011","18,249","4,817","12,130","1,302"
,"Rate per 100,000 inhabitants",,522.2,4.5,52.4,145.3,320.1,"2,904.4",766.7,"1,930.6",207.2
"Springfield, MO M.S.A.",,"448,011", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,"163,062","1,894",12,281,395,"1,206","14,691","2,313","11,232","1,146"
,Total area actually reporting,100.0%,"2,388",14,340,427,"1,607","20,251","3,655","15,113","1,483"
,"Rate per 100,000 inhabitants",,533.0,3.1,75.9,95.3,358.7,"4,520.2",815.8,"3,373.4",331.0
"Springfield, OH M.S.A.",,"137,153", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"60,012",427,6,46,208,167,"4,463","1,304","2,923",236
,Total area actually reporting,99.5%,478,6,54,220,198,"5,970","1,691","3,997",282
,Estimated total,100.0%,478,6,54,220,198,"5,987","1,694","4,010",283
,"Rate per 100,000 inhabitants",,348.5,4.4,39.4,160.4,144.4,"4,365.2","1,235.1","2,923.7",206.3
"State College, PA M.S.A.",,"155,409", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"56,612",41,0,5,13,23,707,101,596,10
,Total area actually reporting,100.0%,144,0,37,23,84,"2,167",316,"1,824",27
,"Rate per 100,000 inhabitants",,92.7,0.0,23.8,14.8,54.1,"1,394.4",203.3,"1,173.7",17.4
"Staunton-Waynesboro, VA M.S.A.",,"119,067", ,,,,, ,,,
,Includes Augusta County and Staunton and Waynesboro Cities ,,,,,,,,,,
,City of Staunton,"24,007",50,1,15,5,29,598,71,510,17
,City of Waynesboro,"21,175",46,0,15,8,23,688,101,553,34
,Total area actually reporting,100.0%,199,2,52,25,120,"2,041",341,"1,623",77
,"Rate per 100,000 inhabitants",,167.1,1.7,43.7,21.0,100.8,"1,714.2",286.4,"1,363.1",64.7
"St. Cloud, MN M.S.A.",,"191,531", ,,,,, ,,,
,Includes Benton and Stearns Counties,,,,,,,,,,
,City of St. Cloud,"65,977",250,1,56,46,147,"2,842",371,"2,308",163
,Total area actually reporting,100.0%,322,2,89,50,181,"4,667",605,"3,812",250
,"Rate per 100,000 inhabitants",,168.1,1.0,46.5,26.1,94.5,"2,436.7",315.9,"1,990.3",130.5
"St. George, UT M.S.A.2",,"147,923", ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,"76,427",133,1,39,11,82,"1,728",475,"1,184",69
,Total area actually reporting,98.0%,203,2,57,16,128,,,"2,004",111
,Estimated total,100.0%,208,2,58,17,131,,,"2,070",118
,"Rate per 100,000 inhabitants",,140.6,1.4,39.2,11.5,88.6,,,"1,399.4",79.8
"St. Joseph, MO-KS M.S.A.",,"128,425", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and De Kalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO","77,347",374,1,61,85,227,"4,338",805,"3,237",296
,Total area actually reporting,100.0%,462,2,73,88,299,"5,098","1,046","3,722",330
,"Rate per 100,000 inhabitants",,359.7,1.6,56.8,68.5,232.8,"3,969.6",814.5,"2,898.2",257.0
"St. Louis, MO-IL M.S.A.",,"2,803,655",,,,,,,,,
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, and Warren Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","318,563","5,077",120,333,"1,457","3,167","21,087","4,305","13,452","3,330"
,"City of St. Charles, MO","66,628",113,0,17,27,69,"1,770",201,"1,502",67
,Total area actually reporting,96.7%,"11,911",201,961,"2,804","7,945","73,094","14,779","52,256","6,059"
,Estimated total,100.0%,"12,103",203,981,"2,860","8,059","74,862","15,095","53,631","6,136"
,"Rate per 100,000 inhabitants",,431.7,7.2,35.0,102.0,287.4,"2,670.2",538.4,"1,912.9",218.9
"Stockton-Lodi, CA M.S.A.",,"708,679", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"299,796","3,622",32,91,"1,088","2,411","15,080","4,189","8,748","2,143"
,City of Lodi,"63,639",287,1,11,89,186,"2,301",634,"1,302",365
,Total area actually reporting,100.0%,"4,980",47,135,"1,477","3,321","28,603","7,538","17,069","3,996"
,"Rate per 100,000 inhabitants",,702.7,6.6,19.0,208.4,468.6,"4,036.1","1,063.7","2,408.6",563.9
"Sumter, SC M.S.A.",,"108,703", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"40,928",387,2,13,72,300,"2,014",637,"1,249",128
,Total area actually reporting,100.0%,730,7,51,108,564,"3,914","1,382","2,277",255
,"Rate per 100,000 inhabitants",,671.6,6.4,46.9,99.4,518.8,"3,600.6","1,271.4","2,094.7",234.6
"Syracuse, NY M.S.A.",,"661,048", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"143,834","1,192",21,75,400,696,"6,473","1,781","4,298",394
,Total area actually reporting,100.0%,"1,710",28,128,503,"1,051","16,397","3,367","12,385",645
,"Rate per 100,000 inhabitants",,258.7,4.2,19.4,76.1,159.0,"2,480.5",509.3,"1,873.5",97.6
"Tallahassee, FL M.S.A.",,"378,864", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"188,714","1,398",11,160,387,840,"8,116","2,082","5,594",440
,Total area actually reporting,99.8%,"2,203",17,223,454,"1,509","12,837","3,252","8,979",606
,Estimated total,100.0%,"2,206",17,223,455,"1,511","12,859","3,257","8,995",607
,"Rate per 100,000 inhabitants",,582.3,4.5,58.9,120.1,398.8,"3,394.1",859.7,"2,374.2",160.2
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"2,872,186",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"351,314","2,097",28,78,580,"1,411","8,823","1,950","6,320",553
,City of St. Petersburg,"247,084","2,379",15,155,634,"1,575","13,181","2,742","9,315","1,124"
,City of Clearwater,"108,908",618,4,50,177,387,"4,316",851,"3,284",181
,City of Largo,"77,913",352,3,47,94,208,"2,924",650,"2,134",140
,Total area actually reporting,100.0%,"11,388",123,890,"2,607","7,768","78,471","17,794","56,266","4,411"
,"Rate per 100,000 inhabitants",,396.5,4.3,31.0,90.8,270.5,"2,732.1",619.5,"1,959.0",153.6
"Terre Haute, IN M.S.A.",,"172,996", ,,,,, ,,,
,"Includes Clay, Sullivan, Vermillion, and Vigo Counties",,,,,,,,,,
,City of Terre Haute,"61,215",177,4,22,54,97,"3,261",850,"2,130",281
,Total area actually reporting,79.0%,258,5,36,61,156,"5,092","1,249","3,453",390
,Estimated total,100.0%,302,6,41,69,186,"5,674","1,383","3,861",430
,"Rate per 100,000 inhabitants",,174.6,3.5,23.7,39.9,107.5,"3,279.8",799.4,"2,231.8",248.6
"Texarkana, TX-AR M.S.A.",,"150,224",,,,,,,,,
,"Includes Little River and Miller Counties, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","37,467",329,2,21,71,235,"2,300",470,"1,725",105
,Total area actually reporting,100.0%,839,6,78,120,635,"5,887","1,465","4,132",290
,"Rate per 100,000 inhabitants",,558.5,4.0,51.9,79.9,422.7,"3,918.8",975.2,"2,750.6",193.0
"The Villages, FL M.S.A.",,"104,608", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,Total area actually reporting,98.3%,175,2,14,22,137,982,317,612,53
,Estimated total,100.0%,183,2,15,24,142,"1,045",330,658,57
,"Rate per 100,000 inhabitants",,174.9,1.9,14.3,22.9,135.7,999.0,315.5,629.0,54.5
"Toledo, OH M.S.A.7",,"609,674", ,,,,, ,,,
,"Includes Fulton, Lucas, and Wood Counties",,,,,,,,,,
,City of Toledo7,"283,035","2,902",28,129,962,"1,783",,"5,357",,"1,064"
,Total area actually reporting,92.0%,"3,165",29,198,"1,030","1,908",,"6,479",,"1,256"
,Estimated total,100.0%,"3,233",30,209,"1,057","1,937",,"6,728",,"1,299"
,"Rate per 100,000 inhabitants",,530.3,4.9,34.3,173.4,317.7,,"1,103.5",,213.1
"Topeka, KS M.S.A.",,"234,566", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"128,009",612,11,33,172,396,"6,486","1,238","4,679",569
,Total area actually reporting,97.5%,807,13,47,175,572,"8,177","1,668","5,832",677
,Estimated total,100.0%,819,13,49,176,581,"8,307","1,689","5,932",686
,"Rate per 100,000 inhabitants",,349.2,5.5,20.9,75.0,247.7,"3,541.4",720.1,"2,528.9",292.5
"Trenton, NJ M.S.A.",,"369,292",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"84,439","1,122",37,13,525,547,"2,321",996,909,416
,Total area actually reporting,100.0%,"1,518",40,31,685,762,"7,491","1,936","4,867",688
,"Rate per 100,000 inhabitants",,411.1,10.8,8.4,185.5,206.3,"2,028.5",524.2,"1,317.9",186.3
"Tucson, AZ M.S.A.",,"999,664", ,,,,, ,,,
,Includes Pima County,,,,,,,,,,
,City of Tucson,"525,486","3,368",47,216,"1,002","2,103","34,587","4,957","27,440","2,190"
,Total area actually reporting,100.0%,"4,334",71,333,"1,225","2,705","48,477","7,550","37,897","3,030"
,"Rate per 100,000 inhabitants",,433.5,7.1,33.3,122.5,270.6,"4,849.3",755.3,"3,791.0",303.1
"Tulsa, OK M.S.A.",,"960,098", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"394,498","3,827",60,373,994,"2,400","20,978","5,935","12,654","2,389"
,Total area actually reporting,100.0%,"4,962",64,565,"1,093","3,240","31,465","8,439","19,762","3,264"
,"Rate per 100,000 inhabitants",,516.8,6.7,58.8,113.8,337.5,"3,277.3",879.0,"2,058.3",340.0
"Tuscaloosa, AL M.S.A.",,"234,358", ,,,,, ,,,
,"Includes Hale, Pickens, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"94,126",434,8,44,161,221,"4,512","1,165","3,196",151
,Total area actually reporting,98.7%,879,16,78,230,555,"7,680","1,991","5,335",354
,Estimated total,100.0%,892,16,79,233,564,"7,801","2,018","5,422",361
,"Rate per 100,000 inhabitants",,380.6,6.8,33.7,99.4,240.7,"3,328.7",861.1,"2,313.6",154.0
"Tyler, TX M.S.A.",,"217,202", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,"100,033",376,5,43,53,275,"4,116",825,"3,111",180
,Total area actually reporting,99.1%,600,8,56,78,458,"6,409","1,568","4,498",343
,Estimated total,100.0%,605,8,57,79,461,"6,463","1,578","4,539",346
,"Rate per 100,000 inhabitants",,278.5,3.7,26.2,36.4,212.2,"2,975.6",726.5,"2,089.8",159.3
"Utica-Rome, NY M.S.A.",,"297,990",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica,"61,686",361,7,27,102,225,"2,528",449,"1,997",82
,City of Rome,"32,557",47,4,0,23,20,662,157,470,35
,Total area actually reporting,98.5%,661,17,58,146,440,"6,507","1,289","5,033",185
,Estimated total,100.0%,669,17,58,149,445,"6,589","1,301","5,101",187
,"Rate per 100,000 inhabitants",,224.5,5.7,19.5,50.0,149.3,"2,211.1",436.6,"1,711.8",62.8
"Vallejo-Fairfield, CA M.S.A.",,"423,574",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"118,336","1,019",25,30,424,540,"5,734","2,972","1,553","1,209"
,City of Fairfield ,"108,425",498,3,13,165,317,"3,534",735,"2,170",629
,Total area actually reporting,100.0%,"2,001",31,79,718,"1,173","13,533","4,666","6,473","2,394"
,"Rate per 100,000 inhabitants",,472.4,7.3,18.7,169.5,276.9,"3,195.0","1,101.6","1,528.2",565.2
"Victoria, TX M.S.A.",,"97,898", ,,,,, ,,,
,Includes Goliad and Victoria Counties,,,,,,,,,,
,City of Victoria,"64,979",396,1,53,58,284,"2,479",507,"1,908",64
,Total area actually reporting,100.0%,485,3,70,61,351,"3,137",717,"2,312",108
,"Rate per 100,000 inhabitants",,495.4,3.1,71.5,62.3,358.5,"3,204.4",732.4,"2,361.6",110.3
"Vineland-Bridgeton, NJ M.S.A.",,"158,281", ,,,,, ,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,"60,863",208,1,14,84,109,"2,336",594,"1,681",61
,City of Bridgeton,"25,280",340,2,12,165,161,"1,186",376,763,47
,Total area actually reporting,100.0%,854,4,41,382,427,"6,914","1,785","4,939",190
,"Rate per 100,000 inhabitants",,539.5,2.5,25.9,241.3,269.8,"4,368.2","1,127.7","3,120.4",120.0
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,"1,710,528",,,,,,,,,
,"Includes Currituck and Gates Counties, NC and Gloucester, Isle of Wight, James City, Mathews, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","450,687",730,17,140,304,269,"11,226","1,407","9,374",445
,"City of Norfolk, VA","247,303","1,418",28,134,414,842,"10,812","2,039","8,006",767
,"City of Newport News, VA","181,074",795,15,56,246,478,"5,582",991,"4,247",344
,"City of Hampton, VA","136,949",292,22,21,120,129,"4,473",722,"3,525",226
,"City of Portsmouth, VA","97,018",590,12,47,177,354,"5,355","1,535","3,615",205
,Total area actually reporting,99.3%,"5,174",118,562,"1,534","2,960","51,387","9,025","39,821","2,541"
,Estimated total,100.0%,"5,192",118,563,"1,537","2,974","51,598","9,109","39,937","2,552"
,"Rate per 100,000 inhabitants",,303.5,6.9,32.9,89.9,173.9,"3,016.5",532.5,"2,334.8",149.2
"Visalia-Porterville, CA M.S.A.5",,"455,552",,,,,,,,,
,Includes Tulare County5,, ,,,,,,,,
,City of Visalia ,"127,824",500,8,31,156,305,"4,853","1,218","3,016",619
,City of Porterville,"55,267",194,8,8,44,134,"1,506",472,801,233
,Total area actually reporting,100.0%,"2,151",42,86,438,"1,585",,"4,458","7,870",
,"Rate per 100,000 inhabitants",,472.2,9.2,18.9,96.1,347.9,,978.6,"1,727.6",
"Waco, TX M.S.A.",,"258,233", ,,,,, ,,,
,Includes Falls and McLennan Counties,,,,,,,,,,
,City of Waco,"127,570",515,4,58,142,311,"5,422","1,508","3,751",163
,Total area actually reporting,97.9%,873,7,112,179,575,"8,495","2,129","6,045",321
,Estimated total,100.0%,887,7,114,182,584,"8,659","2,160","6,168",331
,"Rate per 100,000 inhabitants",,343.5,2.7,44.1,70.5,226.2,"3,353.2",836.5,"2,388.5",128.2
"Warner Robins, GA M.S.A.",,"187,233",,,,,,,,,
,"Includes Houston, Peach, and Pulaski Counties",,,,,,,,,,
,City of Warner Robins,"71,614",364,4,17,138,205,"4,213",854,"3,191",168
,Total area actually reporting,97.0%,700,8,32,185,475,"7,077","1,600","5,205",272
,Estimated total,100.0%,720,8,33,192,487,"7,304","1,641","5,376",287
,"Rate per 100,000 inhabitants",,384.5,4.3,17.6,102.5,260.1,"3,901.0",876.4,"2,871.3",153.3
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"5,943,171",,,,,,,,,
,"Includes the Metropolitan Divisions of Silver Spring-Frederick-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ","646,449","7,880",103,393,"3,660","3,724","29,569","3,314","23,108","3,147"
,"City of Alexandria, VA","148,519",258,5,21,118,114,"2,967",249,"2,427",291
,"City of Frederick, MD","66,709",328,1,7,98,222,"1,792",227,"1,504",61
,Total area actually reporting,99.9%,"19,660",222,"1,320","8,397","9,721","128,762","17,317","100,443","11,002"
,Estimated total,100.0%,"19,675",222,"1,321","8,399","9,733","128,916","17,341","100,567","11,008"
,"Rate per 100,000 inhabitants",,331.1,3.7,22.2,141.3,163.8,"2,169.1",291.8,"1,692.1",185.2
"Silver Spring-Frederick-Rockville, MD M.D.",,"1,258,323",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"2,383",14,153,953,"1,263","20,394","3,470","15,861","1,063"
,"Rate per 100,000 inhabitants",,189.4,1.1,12.2,75.7,100.4,"1,620.7",275.8,"1,260.5",84.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,684,848",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,99.9%,"17,277",208,"1,167","7,444","8,458","108,368","13,847","84,582","9,939"
,Estimated total,100.0%,"17,292",208,"1,168","7,446","8,470","108,522","13,871","84,706","9,945"
,"Rate per 100,000 inhabitants",,369.1,4.4,24.9,158.9,180.8,"2,316.4",296.1,"1,808.1",212.3
"Watertown-Fort Drum, NY M.S.A.",,"121,663",,,,,,,,,
,Includes Jefferson County,, ,,,,,,,,
,City of Watertown,"28,179",109,0,12,16,81,"1,165",169,953,43
,Total area actually reporting,97.0%,137,0,14,16,107,"2,243",338,"1,825",80
,Estimated total,100.0%,143,0,14,18,111,"2,310",348,"1,880",82
,"Rate per 100,000 inhabitants",,117.5,0.0,11.5,14.8,91.2,"1,898.7",286.0,"1,545.3",67.4
"Wausau, WI M.S.A.",,"135,041",,,,,,,,,
,Includes Marathon County,, ,,,,,,,,
,City of Wausau,"39,176",85,2,11,13,59,970,217,725,28
,Total area actually reporting,98.6%,124,2,17,17,88,"2,044",462,"1,529",53
,Estimated total,100.0%,126,2,17,18,89,"2,086",467,"1,565",54
,"Rate per 100,000 inhabitants",,93.3,1.5,12.6,13.3,65.9,"1,544.7",345.8,"1,158.9",40.0
"Wichita, KS M.S.A.",,"637,215", ,,,,, ,,,
,"Includes Butler, Harvey, Kingman, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,"386,486","3,065",15,244,468,"2,338","20,802","3,933","14,885","1,984"
,Total area actually reporting,99.7%,"3,617",22,331,499,"2,765","26,310","5,157","18,875","2,278"
,Estimated total,100.0%,"3,621",22,332,499,"2,768","26,356","5,165","18,910","2,281"
,"Rate per 100,000 inhabitants",,568.3,3.5,52.1,78.3,434.4,"4,136.1",810.6,"2,967.6",358.0
"Wichita Falls, TX M.S.A.",,"151,253", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"104,514",401,7,29,124,241,"4,558",995,"3,277",286
,Total area actually reporting,97.7%,509,7,41,132,329,"5,348","1,248","3,767",333
,Estimated total,100.0%,517,7,42,134,334,"5,450","1,267","3,844",339
,"Rate per 100,000 inhabitants",,341.8,4.6,27.8,88.6,220.8,"3,603.2",837.7,"2,541.4",224.1
"Williamsport, PA M.S.A.",,"117,439", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"29,536",110,5,10,47,48,"1,158",228,902,28
,Total area actually reporting,100.0%,201,6,30,59,106,"2,547",541,"1,949",57
,"Rate per 100,000 inhabitants",,171.2,5.1,25.5,50.2,90.3,"2,168.8",460.7,"1,659.6",48.5
"Wilmington, NC M.S.A.",,"266,872", ,,,,, ,,,
,Includes New Hanover and Pender Counties,,,,,,,,,,
,City of Wilmington,"110,985",687,7,39,253,388,"5,549","1,645","3,569",335
,Total area actually reporting,99.1%,960,9,65,296,590,"9,450","2,650","6,319",481
,Estimated total,100.0%,966,9,65,298,594,"9,538","2,669","6,385",484
,"Rate per 100,000 inhabitants",,362.0,3.4,24.4,111.7,222.6,"3,574.0","1,000.1","2,392.5",181.4
"Winchester, VA-WV M.S.A.",,"131,881", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","27,163",89,1,25,29,34,"1,006",106,867,33
,Total area actually reporting,99.7%,244,3,61,41,139,"2,593",404,"2,064",125
,Estimated total,100.0%,245,3,61,41,140,"2,603",406,"2,072",125
,"Rate per 100,000 inhabitants",,185.8,2.3,46.3,31.1,106.2,"1,973.7",307.9,"1,571.1",94.8
"Winston-Salem, NC M.S.A.",,"651,819", ,,,,, ,,,
,"Includes Davidson, Davie, Forsyth, Stokes, and Yadkin Counties",,,,,,,,,,
,City of Winston-Salem,"235,811","1,426",15,80,439,892,"12,853","3,883","8,359",611
,Total area actually reporting,99.3%,"2,411",23,141,619,"1,628","22,916","7,201","14,651","1,064"
,Estimated total,100.0%,"2,423",23,142,622,"1,636","23,074","7,235","14,769","1,070"
,"Rate per 100,000 inhabitants",,371.7,3.5,21.8,95.4,251.0,"3,539.9","1,110.0","2,265.8",164.2
"Worcester, MA-CT M.S.A.",,"852,899", ,,,,, ,,,
,"Includes Windham County, CT and Worcester County, MA",,,,,,,,,,
,"City of Worcester, MA","183,454","1,750",9,22,483,"1,236","6,239","1,916","3,924",399
,Total area actually reporting,98.5%,"3,562",14,263,688,"2,597","16,803","4,331","11,595",877
,Estimated total,100.0%,"3,602",14,267,696,"2,625","17,030","4,381","11,758",891
,"Rate per 100,000 inhabitants",,422.3,1.6,31.3,81.6,307.8,"1,996.7",513.7,"1,378.6",104.5
"Yakima, WA M.S.A.",,"248,678", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"93,589",471,9,37,144,281,"4,684","1,194","2,896",594
,Total area actually reporting,100.0%,719,16,73,191,439,"8,365","2,267","4,958","1,140"
,"Rate per 100,000 inhabitants",,289.1,6.4,29.4,76.8,176.5,"3,363.8",911.6,"1,993.7",458.4
"York-Hanover, PA M.S.A.",,"438,349",,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,"43,841",348,12,33,174,129,"1,481",486,905,90
,City of Hanover,"15,362",24,1,1,8,14,505,36,465,4
,Total area actually reporting,99.5%,982,19,101,270,592,"7,937","1,377","6,299",261
,Estimated total,100.0%,986,19,101,271,595,"7,980","1,384","6,334",262
,"Rate per 100,000 inhabitants",,224.9,4.3,23.0,61.8,135.7,"1,820.5",315.7,"1,445.0",59.8
"Yuba City, CA M.S.A.",,"168,410",,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,"65,133",174,2,15,39,118,"1,980",438,"1,210",332
,Total area actually reporting,100.0%,516,7,54,85,370,"5,081","1,389","2,866",826
,"Rate per 100,000 inhabitants",,306.4,4.2,32.1,50.5,219.7,"3,017.0",824.8,"1,701.8",490.5
"Yuma, AZ M.S.A.",,"201,878",,,,,,,,,
,Includes Yuma County,, ,,,,, ,,,
,City of Yuma,"96,014",587,5,46,64,472,"3,375",805,"2,348",222
,Total area actually reporting,98.6%,808,12,67,72,657,"5,321","1,560","3,379",382
,Estimated total,100.0%,816,12,68,74,662,"5,413","1,577","3,449",387
,"Rate per 100,000 inhabitants",,404.2,5.9,33.7,36.7,327.9,"2,681.3",781.2,"1,708.5",191.7
"Aguadilla-Isabela, Puerto Rico M.S.A.",,"328,531",,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, San Sebastian, and Utuado Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,372,36,5,196,135,"3,319","1,531","1,680",108
,"Rate per 100,000 inhabitants",,113.2,11.0,1.5,59.7,41.1,"1,010.3",466.0,511.4,32.9
"Arecibo, Puerto Rico M.S.A.",,"195,036",,,,,,,,,
,"Includes Arecibo, Camuy, Hatillo, and Quebradillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,266,27,0,164,75,"2,110",759,"1,178",173
,"Rate per 100,000 inhabitants",,136.4,13.8,0.0,84.1,38.5,"1,081.9",389.2,604.0,88.7
"Guayama, Puerto Rico M.S.A.",,"82,061",,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,204,20,1,58,125,"1,078",433,615,30
,"Rate per 100,000 inhabitants",,248.6,24.4,1.2,70.7,152.3,"1,313.7",527.7,749.4,36.6
"Mayaguez, Puerto Rico M.S.A.",,"101,172",,,,,,,,,
,Includes Hormigueros and Mayaguez Municipios,,,,,,,,,,
,Total area actually reporting,100.0%,217,20,0,112,85,"1,699",619,999,81
,"Rate per 100,000 inhabitants",,214.5,19.8,0.0,110.7,84.0,"1,679.3",611.8,987.4,80.1
"Ponce, Puerto Rico M.S.A.",,"333,527",,,,,,,,,
,"Includes Guanica, Guyanilla, Juana Diaz, Penuelas, Ponce, Villalba, and Yauco Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,655,78,3,361,213,"3,261",937,"2,140",184
,"Rate per 100,000 inhabitants",,196.4,23.4,0.9,108.2,63.9,977.7,280.9,641.6,55.2
"San German, Puerto Rico M.S.A.",,"134,623",,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,121,9,1,46,65,"1,155",509,604,42
,"Rate per 100,000 inhabitants",,89.9,6.7,0.7,34.2,48.3,858.0,378.1,448.7,31.2
"San Juan-Carolina-Caguas, Puerto Rico M.S.A.",,"2,284,266",,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Barceloneta, Barranquitas, Bayamon, Caguas, Canovanas, Carolina, Catano, Cayey, Ceiba, Ciales, Cidra, Comerio, Corozal, Dorado, Fajardo, Florida, Guaynabo, Gurabo, Humacao, Juncos, Las Piedras, Loiza, Luquillo, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,100.0%,"7,143",655,15,"4,952","1,521","34,335","8,479","21,041","4,815"
,"Rate per 100,000 inhabitants",,312.7,28.7,0.7,216.8,66.6,"1,503.1",371.2,921.1,210.8
1 The rape figures in this table are an aggregate total of the data submitted using both the revised and legacy Uniform Crime Reporting (UCR) definitions.  See Data Declaration for further explanation.,,,,,,,,,,,
