Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2010",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL2 and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, Warren, and Washington Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","355,151","6,205",144,188,"2,125","3,748","27,324","6,705","16,356","4,263"
,"City of St. Charles, MO","65,729",126,2,8,35,81,"1,891",323,"1,517",51
,Total area actually reporting,95.3%,"13,754",216,699,"3,513","9,326","86,392","19,083","59,196","8,113"
,Estimated total,100.0%,"14,040",219,733,"3,582","9,506","89,188","19,612","61,327","8,249"
,"Rate per 100,000 inhabitants",,497.4,7.8,26.0,126.9,336.7,"3,159.5",694.8,"2,172.5",292.2
"Stockton, CA M.S.A.",,"686,072", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"292,047","4,033",49,107,"1,413","2,464","16,177","4,482","9,654","2,041"
,Total area actually reporting,100.0%,"5,524",63,163,"1,849","3,449","28,296","7,666","17,303","3,327"
,"Rate per 100,000 inhabitants",,805.2,9.2,23.8,269.5,502.7,"4,124.3","1,117.4","2,522.0",484.9
"Sumter, SC M.S.A.",,"104,569", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"38,228",459,4,15,88,352,"2,747",879,"1,760",108
,Total area actually reporting,100.0%,741,6,34,177,524,"4,955","1,370","3,290",295
,"Rate per 100,000 inhabitants",,708.6,5.7,32.5,169.3,501.1,"4,738.5","1,310.1","3,146.2",282.1
"Syracuse, NY M.S.A.",,"638,467", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"136,284","1,291",15,68,377,831,"5,708","2,174","3,167",367
,Total area actually reporting,98.7%,"1,855",22,144,505,"1,184","15,923","4,013","11,245",665
,Estimated total,100.0%,"1,869",22,145,510,"1,192","16,082","4,038","11,374",670
,"Rate per 100,000 inhabitants",,292.7,3.4,22.7,79.9,186.7,"2,518.8",632.5,"1,781.5",104.9
"Tallahassee, FL M.S.A.",,"363,918", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"174,516","1,802",13,130,492,"1,167","8,579","2,920","5,310",349
,Total area actually reporting,99.8%,"2,817",19,183,590,"2,025","13,168","4,293","8,322",553
,Estimated total,100.0%,"2,820",19,183,591,"2,027","13,190","4,298","8,338",554
,"Rate per 100,000 inhabitants",,774.9,5.2,50.3,162.4,557.0,"3,624.4","1,181.0","2,291.2",152.2
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"2,783,954",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"347,830","2,170",27,47,684,"1,412","11,453","3,131","7,484",838
,City of St. Petersburg,"243,666","2,758",13,105,752,"1,888","13,815","3,564","9,015","1,236"
,City of Clearwater,"105,647",775,5,35,245,490,"4,338",777,"3,360",201
,City of Largo,"73,019",506,3,39,131,333,"3,347",527,"2,668",152
,Total area actually reporting,100.0%,"13,921",119,740,"3,506","9,556","94,297","23,602","65,063","5,632"
,"Rate per 100,000 inhabitants",,500.0,4.3,26.6,125.9,343.3,"3,387.2",847.8,"2,337.1",202.3
"Texarkana, TX-Texarkana, AR M.S.A.",,"138,018",,,,,,,,,
,"Includes Miller County, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","37,220",527,3,26,98,400,"2,350",647,"1,592",111
,"City of Texarkana, AR ","30,488",298,0,19,51,228,"1,935",425,"1,389",121
,Total area actually reporting,90.3%,969,4,54,159,752,"5,445","1,476","3,647",322
,Estimated total,100.0%,"1,020",4,59,162,795,"5,730","1,598","3,790",342
,"Rate per 100,000 inhabitants",,739.0,2.9,42.7,117.4,576.0,"4,151.6","1,157.8","2,746.0",247.8
"Toledo, OH M.S.A.4",,"671,876", ,,,,, ,,,
,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
,City of Toledo4,"315,647","2,854",23,140,"1,097","1,594",,"7,287",,"1,197"
,Total area actually reporting,94.9%,"3,191",27,182,"1,184","1,798",,"8,855",,"1,463"
,Estimated total,100.0%,"3,246",27,190,"1,205","1,824",,"9,050",,"1,496"
,"Rate per 100,000 inhabitants",,483.1,4.0,28.3,179.3,271.5,,"1,347.0",,222.7
"Topeka, KS M.S.A.",,"233,079", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"125,306",697,14,51,222,410,"7,506","1,598","5,404",504
,Total area actually reporting,97.8%,900,14,64,230,592,"9,769","2,168","6,962",639
,Estimated total,100.0%,913,14,66,232,601,"9,889","2,189","7,054",646
,"Rate per 100,000 inhabitants",,391.7,6.0,28.3,99.5,257.9,"4,242.8",939.2,"3,026.4",277.2
"Trenton-Ewing, NJ M.S.A.",,"370,040",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"83,552","1,198",15,13,500,670,"2,516",865,"1,289",362
,City of Ewing Township,"36,612",121,2,1,31,87,710,182,466,62
,Total area actually reporting,100.0%,"1,655",20,24,684,927,"7,699","1,871","5,253",575
,"Rate per 100,000 inhabitants",,447.2,5.4,6.5,184.8,250.5,"2,080.6",505.6,"1,419.6",155.4
"Tucson, AZ M.S.A.4",,"988,683", ,,,,, ,,,
,Includes Pima County,,,,,,,,,,
,City of Tucson4,"527,107","3,331",51,158,"1,088","2,034",,"5,002",,"3,433"
,Total area actually reporting,100.0%,"4,208",79,231,"1,331","2,567",,"7,787",,"4,600"
,"Rate per 100,000 inhabitants",,425.6,8.0,23.4,134.6,259.6,,787.6,,465.3
"Tulsa, OK M.S.A.",,"946,096", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"393,412","4,304",54,252,"1,381","2,617","21,355","7,146","11,857","2,352"
,Total area actually reporting,100.0%,"5,660",61,400,"1,495","3,704","32,634","9,975","19,482","3,177"
,"Rate per 100,000 inhabitants",,598.2,6.4,42.3,158.0,391.5,"3,449.3","1,054.3","2,059.2",335.8
"Tuscaloosa, AL M.S.A.",,"214,600", ,,,,, ,,,
,"Includes Greene, Hale, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"95,570",449,7,31,190,221,"4,828","1,462","3,188",178
,Total area actually reporting,96.0%,904,11,63,262,568,"8,394","2,590","5,405",399
,Estimated total,100.0%,927,11,65,267,584,"8,621","2,650","5,557",414
,"Rate per 100,000 inhabitants",,432.0,5.1,30.3,124.4,272.1,"4,017.2","1,234.9","2,589.5",192.9
"Tyler, TX M.S.A.",,"207,175", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,"100,125",644,6,44,99,495,"5,091","1,040","3,828",223
,Total area actually reporting,99.0%,857,13,112,128,604,"7,605","1,748","5,459",398
,Estimated total,100.0%,863,13,113,129,608,"7,674","1,762","5,510",402
,"Rate per 100,000 inhabitants",,416.6,6.3,54.5,62.3,293.5,"3,704.1",850.5,"2,659.6",194.0
"Utica-Rome, NY M.S.A.",,"289,389",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica ,"57,153",416,2,25,146,243,"2,717",577,"2,059",81
,City of Rome,"32,930",40,1,5,8,26,648,158,464,26
,Total area actually reporting,98.5%,747,7,60,180,500,"6,820","1,469","5,163",188
,Estimated total,100.0%,754,7,60,183,504,"6,906","1,482","5,233",191
,"Rate per 100,000 inhabitants",,260.5,2.4,20.7,63.2,174.2,"2,386.4",512.1,"1,808.3",66.0
"Valdosta, GA M.S.A.",,"133,042", ,,,,, ,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties",,,,,,,,,,
,City of Valdosta,"51,089",270,3,17,81,169,"2,633",856,"1,665",112
,Total area actually reporting,96.5%,458,5,33,99,321,"4,619","1,433","2,940",246
,Estimated total,100.0%,478,5,34,105,334,"4,814","1,473","3,082",259
,"Rate per 100,000 inhabitants",,359.3,3.8,25.6,78.9,251.0,"3,618.4","1,107.2","2,316.6",194.7
"Vallejo-Fairfield, CA M.S.A.2",,"407,939",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo2 ,"114,258",822,17,59,458,288,"5,101","2,249","1,675","1,177"
,City of Fairfield ,"104,202",502,8,18,185,291,"3,395",757,"2,169",469
,Total area actually reporting,100.0%,"1,929",33,143,806,947,"12,522","3,884","6,494","2,144"
,"Rate per 100,000 inhabitants",,472.9,8.1,35.1,197.6,232.1,"3,069.6",952.1,"1,591.9",525.6
"Victoria, TX M.S.A.",,"115,411", ,,,,, ,,,
,"Includes Calhoun, Goliad, and Victoria Counties",,,,,,,,,,
,City of Victoria,"63,215",388,7,37,75,269,"3,320",788,"2,426",106
,Total area actually reporting,100.0%,654,8,63,86,497,"4,447","1,108","3,184",155
,"Rate per 100,000 inhabitants",,566.7,6.9,54.6,74.5,430.6,"3,853.2",960.0,"2,758.8",134.3
"Vineland-Millville-Bridgeton, NJ M.S.A.",,"159,934",,,,,,,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland ,"59,924",223,3,6,83,131,"2,127",515,"1,536",76
,City of Millville,"29,497",169,1,7,58,103,"1,216",265,919,32
,City of Bridgeton,"25,243",320,4,1,126,189,"1,047",360,637,50
,Total area actually reporting,100.0%,791,10,15,280,486,"5,273","1,430","3,652",191
,"Rate per 100,000 inhabitants",,494.6,6.3,9.4,175.1,303.9,"3,297.0",894.1,"2,283.4",119.4
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,"1,690,968",,,,,,,,,
,"Includes Currituck County, NC and Gloucester, Isle of Wight, James City, Mathews, Surry, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","435,873",820,14,55,422,329,"13,232","2,151","10,431",650
,"City of Norfolk, VA","234,100","1,445",34,90,596,725,"13,159","2,158","10,079",922
,"City of Newport News, VA","195,225",953,20,83,366,484,"6,558","1,247","4,877",434
,"City of Hampton, VA","144,545",395,14,29,175,177,"5,334",759,"4,230",345
,"City of Portsmouth, VA","99,576",609,14,17,265,313,"5,474","1,318","3,885",271
,Total area actually reporting,100.0%,"5,697",112,345,"2,250","2,990","58,889","10,249","45,302","3,338"
,"Rate per 100,000 inhabitants",,336.9,6.6,20.4,133.1,176.8,"3,482.6",606.1,"2,679.1",197.4
"Visalia-Porterville, CA M.S.A.",,"435,945",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"125,036",578,6,26,176,370,"5,334","1,237","3,497",600
,City of Porterville,"52,777",222,4,11,59,148,"1,852",449,"1,154",249
,Total area actually reporting,100.0%,"2,075",35,100,444,"1,496","15,757","3,934","9,649","2,174"
,"Rate per 100,000 inhabitants",,476.0,8.0,22.9,101.8,343.2,"3,614.4",902.4,"2,213.4",498.7
"Waco, TX M.S.A.",,"234,649", ,,,,, ,,,
,Includes McLennan County,,,,,,,,,,
,City of Waco,"127,039",838,5,51,195,587,"6,439","1,856","4,373",210
,Total area actually reporting,100.0%,"1,274",9,119,241,905,"9,613","2,533","6,715",365
,"Rate per 100,000 inhabitants",,542.9,3.8,50.7,102.7,385.7,"4,096.8","1,079.5","2,861.7",155.6
"Warner Robins, GA M.S.A.",,"133,908",,,,,,,,,
,Includes Houston County,,,,,,,,,,
,City of Warner Robins,"60,825",338,4,19,94,221,"3,547",804,"2,568",175
,Total area actually reporting,100.0%,474,8,30,119,317,"5,036","1,155","3,628",253
,"Rate per 100,000 inhabitants",,354.0,6.0,22.4,88.9,236.7,"3,760.8",862.5,"2,709.3",188.9
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"5,573,842",,,,,,,,,
,"Includes the Metropolitan Divisions of Bethesda-Rockville-Frederick, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ","601,723","7,468",132,184,"3,914","3,238","27,138","4,224","18,050","4,864"
,"City of Alexandria, VA","152,801",276,2,21,125,128,"3,242",317,"2,639",286
,"City of Frederick, MD","60,686",454,2,16,162,274,"1,712",262,"1,363",87
,Total area actually reporting,100.0%,"21,179",294,993,"10,012","9,880","142,169","21,961","103,545","16,663"
,"Rate per 100,000 inhabitants",,380.0,5.3,17.8,179.6,177.3,"2,550.6",394.0,"1,857.7",298.9
"Bethesda-Rockville-Frederick, MD M.D.",,"1,219,883",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"2,535",23,155,"1,178","1,179","24,551","4,016","18,809","1,726"
,"Rate per 100,000 inhabitants",,207.8,1.9,12.7,96.6,96.6,"2,012.6",329.2,"1,541.9",141.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,353,959",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Fairfax, Fauquier, Loudoun, Prince William, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,100.0%,"18,644",271,838,"8,834","8,701","117,618","17,945","84,736","14,937"
,"Rate per 100,000 inhabitants",,428.2,6.2,19.2,202.9,199.8,"2,701.4",412.2,"1,946.2",343.1
"Waterloo-Cedar Falls, IA M.S.A.",,"166,624",,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",, ,,,,,,,,
,City of Waterloo ,"67,203",435,3,33,70,329,"2,558",812,"1,635",111
,City of Cedar Falls,"39,350",71,1,10,3,57,684,113,552,19
,Total area actually reporting,100.0%,629,4,62,74,489,"3,859","1,103","2,593",163
,"Rate per 100,000 inhabitants",,377.5,2.4,37.2,44.4,293.5,"2,316.0",662.0,"1,556.2",97.8
"Wausau, WI M.S.A.",,"132,256", ,,,,, ,,,
,Includes Marathon County,,,,,,,,,,
,City of Wausau,"38,429",102,0,19,14,69,"1,187",267,894,26
,Total area actually reporting,100.0%,171,0,27,20,124,"2,369",506,"1,802",61
,"Rate per 100,000 inhabitants",,129.3,0.0,20.4,15.1,93.8,"1,791.2",382.6,"1,362.5",46.1
"Wenatchee-East Wenatchee, WA M.S.A.",,"110,709", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"30,287",80,1,16,10,53,"1,181",150,971,60
,City of East Wenatchee,"12,620",29,0,5,8,16,536,63,446,27
,Total area actually reporting,100.0%,185,1,48,25,111,"2,986",520,"2,309",157
,"Rate per 100,000 inhabitants",,167.1,0.9,43.4,22.6,100.3,"2,697.2",469.7,"2,085.6",141.8
"Wichita, KS M.S.A.",,"621,313", ,,,,, ,,,
,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,"376,880","3,026",16,246,481,"2,283","18,241","4,241","12,472","1,528"
,Total area actually reporting,99.5%,"3,605",18,328,510,"2,749","23,536","5,375","16,357","1,804"
,Estimated total,100.0%,"3,613",18,329,511,"2,755","23,606","5,387","16,411","1,808"
,"Rate per 100,000 inhabitants",,581.5,2.9,53.0,82.2,443.4,"3,799.4",867.0,"2,641.3",291.0
"Wichita Falls, TX M.S.A.",,"146,544", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"100,716",463,7,44,133,279,"5,314","1,317","3,710",287
,Total area actually reporting,100.0%,529,7,47,140,335,"6,139","1,591","4,244",304
,"Rate per 100,000 inhabitants",,361.0,4.8,32.1,95.5,228.6,"4,189.2","1,085.7","2,896.1",207.4
"Williamsport, PA M.S.A.",,"117,110", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"29,320",102,2,12,55,33,"1,220",232,954,34
,Total area actually reporting,100.0%,197,2,28,67,100,"2,329",462,"1,796",71
,"Rate per 100,000 inhabitants",,168.2,1.7,23.9,57.2,85.4,"1,988.7",394.5,"1,533.6",60.6
"Wilmington, NC M.S.A.",,"363,901", ,,,,, ,,,
,"Includes Brunswick, New Hanover, and Pender Counties",,,,,,,,,,
,City of Wilmington,"102,649",724,5,47,282,390,"5,706","1,447","3,781",478
,Total area actually reporting,98.2%,"1,304",11,101,370,822,"13,348","4,036","8,511",801
,Estimated total,100.0%,"1,324",11,102,375,836,"13,623","4,101","8,707",815
,"Rate per 100,000 inhabitants",,363.8,3.0,28.0,103.1,229.7,"3,743.6","1,127.0","2,392.7",224.0
"Winchester, VA-WV M.S.A.",,"127,037", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","26,698",56,0,8,20,28,"1,125",146,956,23
,Total area actually reporting,99.8%,210,2,58,44,106,"2,924",623,"2,167",134
,Estimated total,100.0%,211,2,58,44,107,"2,934",625,"2,175",134
,"Rate per 100,000 inhabitants",,166.1,1.6,45.7,34.6,84.2,"2,309.6",492.0,"1,712.1",105.5
"Winston-Salem, NC M.S.A.",,"491,903", ,,,,, ,,,
,"Includes Davie, Forsyth, Stokes, and Yadkin Counties",,,,,,,,,,
,City of Winston-Salem,"232,928","1,517",11,96,449,961,"13,349","4,482","8,225",642
,Total area actually reporting,99.4%,"2,239",17,149,505,"1,568","20,481","6,517","13,010",954
,Estimated total,100.0%,"2,248",17,150,507,"1,574","20,594","6,544","13,090",960
,"Rate per 100,000 inhabitants",,457.0,3.5,30.5,103.1,320.0,"4,186.6","1,330.3","2,661.1",195.2
"Worcester, MA M.S.A.",,"800,461", ,,,,, ,,,
,Includes Worcester County,,,,,,,,,,
,City of Worcester,"181,908","1,744",7,19,368,"1,350","6,190","1,910","3,687",593
,Total area actually reporting,97.6%,"3,706",14,192,574,"2,926","16,824","4,658","11,025","1,141"
,Estimated total,100.0%,"3,769",14,196,585,"2,974","17,222","4,757","11,298","1,167"
,"Rate per 100,000 inhabitants",,470.9,1.7,24.5,73.1,371.5,"2,151.5",594.3,"1,411.4",145.8
"Yakima, WA M.S.A.",,"239,998", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"85,802",490,12,46,144,288,"5,555","1,464","3,501",590
,Total area actually reporting,100.0%,826,24,105,233,464,"11,139","3,357","6,563","1,219"
,"Rate per 100,000 inhabitants",,344.2,10.0,43.8,97.1,193.3,"4,641.3","1,398.8","2,734.6",507.9
"York-Hanover, PA M.S.A.",,"436,009",,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,"40,553",421,5,37,248,131,"2,071",555,"1,330",186
,City of Hanover,"15,234",32,0,3,10,19,484,34,439,11
,Total area actually reporting,100.0%,909,11,100,388,410,"9,125","1,425","7,257",443
,"Rate per 100,000 inhabitants",,208.5,2.5,22.9,89.0,94.0,"2,092.8",326.8,"1,664.4",101.6
"Youngstown-Warren-Boardman, OH-PA M.S.A.",,"558,674",,,,,,,,,
,"Includes Mahoning and Trumbull Counties, OH and Mercer County, PA",,,,,,,,,,
,"City of Youngstown, OH","71,380",694,25,28,235,406,"4,431","2,101","1,806",524
,"City of Warren, OH","42,850",262,4,22,123,113,"2,313","1,068","1,099",146
,"City of Boardman, OH","38,524",63,0,6,44,13,"1,886",340,"1,466",80
,Total area actually reporting,97.9%,"1,669",33,134,548,954,"18,355","6,214","10,992","1,149"
,Estimated total,100.0%,"1,688",33,137,555,963,"18,675","6,280","11,235","1,160"
,"Rate per 100,000 inhabitants",,302.1,5.9,24.5,99.3,172.4,"3,342.7","1,124.1","2,011.0",207.6
"Yuba City, CA M.S.A.",,"168,270",,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,"62,694",216,2,22,51,141,"1,783",409,"1,222",152
,Total area actually reporting,100.0%,609,7,54,108,440,"4,174","1,136","2,543",495
,"Rate per 100,000 inhabitants",,361.9,4.2,32.1,64.2,261.5,"2,480.5",675.1,"1,511.3",294.2
"Yuma, AZ M.S.A.",,"190,887",,,,,,,,,
,Includes Yuma County,, ,,,,, ,,,
,City of Yuma,"88,291",550,3,24,56,467,"3,060",815,"2,058",187
,Total area actually reporting,87.0%,650,8,32,65,545,"4,228","1,280","2,659",289
,Estimated total,100.0%,710,9,37,78,586,"5,029","1,448","3,242",339
,"Rate per 100,000 inhabitants",,371.9,4.7,19.4,40.9,307.0,"2,634.5",758.6,"1,698.4",177.6
"1 The FBI determined that the agency's data were underreported.  Consequently, those data are not included in this table.",,,,,,,,,,,
"2 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,,,,,,,,,,
"3 The data collection methodology for the offense of forcible rape used by the Minnesota state UCR Program (with the exception of Minneapolis and St. Paul, Minnesota) does not comply with national UCR Program guidelines.  Consequently, its figures for forcible rape and violent crime (of which forcible rape is a part) are not published in this table.",,,,,,,,,,,
"4 The FBI determined that the agency did not follow national Uniform Crime Reporting (UCR) Program guidelines for reporting an offense.  Consequently, this figure is not included in this table.  ",,,,,,,,,,,
"5 The FBI determined that the agency's data were overreported.  Consequently, those data are not included in this table.",,,,,,,,,,,
"6 The population for the city of Mobile, Alabama, includes 55,995 inhabitants from the jurisdiction of the Mobile County Sheriff's Department.",,,,,,,,,,,
