Table 4,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2016",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"Rate per 100,000 inhabitants",,155.0,1.0,30.9,30.9,92.2,"1,054.5",145.8,882.7,26.0
"Nassau County-Suffolk County, NY M.D.",,"2,849,237",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,98.8%," 3,611 ", 53 , 201 ," 1,294 "," 2,063 "," 33,727 "," 3,530 "," 28,346 "," 1,851 "
,Estimated total,100.0%," 3,673 ", 54 , 208 ," 1,312 "," 2,099 "," 34,264 "," 3,597 "," 28,797 "," 1,870 "
,"Rate per 100,000 inhabitants",,128.9,1.9,7.3,46.0,73.7,"1,202.6",126.2,"1,010.7",65.6
"Newark, NJ-PA M.D.",,"2,506,862",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Somerset, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%," 7,110 ", 151 , 423 ," 3,365 "," 3,171 "," 35,082 "," 6,232 "," 23,658 "," 5,192 "
,"Rate per 100,000 inhabitants",,283.6,6.0,16.9,134.2,126.5,"1,399.4",248.6,943.7,207.1
"New York-Jersey City-White Plains, NY-NJ M.D.",,"14,430,249",,,,,,,,,
,"Includes Bergen, Hudson, Middlesex, Monmouth, Ocean, and Passaic Counties, NJ and Bronx, Kings, New York, Orange, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.9%," 60,219 ", 447 ," 3,196 "," 19,657 "," 36,919 "," 200,229 "," 23,089 "," 166,276 "," 10,864 "
,Estimated total,100.0%," 60,224 ", 447 ," 3,197 "," 19,658 "," 36,922 "," 200,273 "," 23,094 "," 166,313 "," 10,866 "
,"Rate per 100,000 inhabitants",,417.3,3.1,22.2,136.2,255.9,"1,387.9",160.0,"1,152.5",75.3
"Niles-Benton Harbor, MI M.S.A.",,"154,139",,,,,,,,,
,Includes Berrien County,,,,,,,,,,
,City of Niles,"11,282", 64 , 0 , 20 , 12 , 32 , 287 , 65 , 191 , 31 
,City of Benton Harbor,"9,963", 179 , 1 , 15 , 41 , 122 , 438 , 137 , 258 , 43 
,Total area actually reporting,100.0%, 696 , 10 , 151 , 102 , 433 ," 3,605 ", 772 ," 2,641 ", 192 
,"Rate per 100,000 inhabitants",,451.5,6.5,98.0,66.2,280.9,"2,338.8",500.8,"1,713.4",124.6
"North Port-Sarasota-Bradenton, FL M.S.A.",,"784,372",,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,"63,386", 89 , 1 , 21 , 11 , 56 , 861 , 166 , 668 , 27 
,City of Sarasota,"55,732", 291 , 3 , 19 , 85 , 184 ," 2,199 ", 314 ," 1,763 ", 122 
,City of Bradenton,"55,518", 328 , 4 , 31 , 72 , 221 ," 1,713 ", 325 ," 1,323 ", 65 
,City of Venice,"22,514", 24 , 0 , 5 , 5 , 14 , 374 , 65 , 293 , 16 
,Total area actually reporting,100.0%," 2,678 ", 32 , 241 , 428 ," 1,977 "," 15,870 "," 2,822 "," 12,238 ", 810 
,"Rate per 100,000 inhabitants",,341.4,4.1,30.7,54.6,252.0,"2,023.3",359.8,"1,560.2",103.3
"Norwich-New London, CT M.S.A.",,"159,068",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,"39,771", 121 , 1 , 15 , 21 , 84 , 621 , 152 , 419 , 50 
,City of New London,"27,092", 193 , 1 , 11 , 30 , 151 , 743 , 130 , 532 , 81 
,Total area actually reporting,100.0%, 465 , 3 , 52 , 70 , 340 ," 3,278 ", 513 ," 2,557 ", 208 
,"Rate per 100,000 inhabitants",,292.3,1.9,32.7,44.0,213.7,"2,060.8",322.5,"1,607.5",130.8
"Ocala, FL M.S.A.",,"346,358",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"58,596", 463 , 10 , 29 , 111 , 313 ," 3,174 ", 443 ," 2,600 ", 131 
,Total area actually reporting,100.0%," 1,174 ", 18 , 90 , 213 , 853 ," 7,923 "," 1,926 "," 5,384 ", 613 
,"Rate per 100,000 inhabitants",,339.0,5.2,26.0,61.5,246.3,"2,287.5",556.1,"1,554.5",177.0
"Ocean City, NJ M.S.A.",,"93,755",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"11,287", 14 , 0 , 1 , 5 , 8 , 364 , 58 , 306 , 0 
,Total area actually reporting,100.0%, 217 , 0 , 25 , 54 , 138 ," 2,830 ", 532 ," 2,249 ", 49 
,"Rate per 100,000 inhabitants",,231.5,0.0,26.7,57.6,147.2,"3,018.5",567.4,"2,398.8",52.3
"Odessa, TX M.S.A.",,"163,843",,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,"123,209", 996 , 4 , 75 , 136 , 781 ," 4,118 ", 791 ," 2,890 ", 437 
,Total area actually reporting,100.0%," 1,169 ", 7 , 98 , 170 , 894 ," 6,137 "," 1,157 "," 4,300 ", 680 
,"Rate per 100,000 inhabitants",,713.5,4.3,59.8,103.8,545.6,"3,745.7",706.2,"2,624.5",415.0
"Ogden-Clearfield, UT M.S.A.2",,"653,748",,,,,,,,,
,"Includes Box Elder, Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"85,930", 450 , 3 , 65 , 108 , 274 ," 3,808 ", 614 ," 2,843 ", 351 
,City of Clearfield,"30,783", 29 , 0 , 13 , 3 , 13 , 664 , 120 , 501 , 43 
,Total area actually reporting,98.1%, 996 , 9 , 267 , 173 , 547 ," 14,205 "," 2,418 "," 10,807 ", 980 
,Estimated total,100.0%," 1,017 ", 9 , 271 , 178 , 559 ," 14,508 "," 2,467 "," 11,023 "," 1,018 "
,"Rate per 100,000 inhabitants",,155.6,1.4,41.5,27.2,85.5,"2,219.2",377.4,"1,686.1",155.7
"Oklahoma City, OK M.S.A.",,"1,372,721",,,,,,,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"641,681"," 5,027 ", 70 , 445 ," 1,144 "," 3,368 "," 25,032 "," 5,545 "," 16,582 "," 2,905 "
,Total area actually reporting,100.0%," 6,737 ", 92 , 752 ," 1,433 "," 4,460 "," 42,683 "," 9,427 "," 28,735 "," 4,521 "
,"Rate per 100,000 inhabitants",,490.8,6.7,54.8,104.4,324.9,"3,109.4",686.7,"2,093.3",329.3
"Olympia-Tumwater, WA M.S.A.",,"274,020",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia,"50,972", 200 , 0 , 21 , 47 , 132 ," 2,491 ", 378 ," 1,889 ", 224 
,City of Tumwater,"19,569", 78 , 0 , 12 , 7 , 59 , 843 , 169 , 585 , 89 
,Total area actually reporting,100.0%, 668 , 6 , 74 , 108 , 480 ," 8,060 "," 1,606 "," 5,721 ", 733 
,"Rate per 100,000 inhabitants",,243.8,2.2,27.0,39.4,175.2,"2,941.4",586.1,"2,087.8",267.5
"Omaha-Council Bluffs, NE-IA M.S.A.",,"923,710",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","446,163"," 2,531 ", 29 , 245 , 610 ," 1,647 "," 16,807 "," 2,111 "," 11,571 "," 3,125 "
,"City of Council Bluffs, IA ","62,642", 150 , 4 , 27 , 55 , 64 ," 3,862 ", 387 ," 3,043 ", 432 
,Total area actually reporting,99.9%," 3,242 ", 36 , 388 , 722 ," 2,096 "," 25,394 "," 3,334 "," 17,981 "," 4,079 "
,Estimated total,100.0%," 3,244 ", 36 , 389 , 722 ," 2,097 "," 25,415 "," 3,336 "," 17,998 "," 4,081 "
,"Rate per 100,000 inhabitants",,351.2,3.9,42.1,78.2,227.0,"2,751.4",361.2,"1,948.4",441.8
"Orlando-Kissimmee-Sanford, FL M.S.A.6",,"2,445,214",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando6,"277,719"," 2,328 ", 84 , 211 , 504 ," 1,529 "," 14,498 "," 3,637 "," 9,621 "," 1,240 "
,City of Kissimmee,"71,197", 508 , 0 , 47 , 114 , 347 ," 2,670 ", 585 ," 1,955 ", 130 
,City of Sanford,"59,027", 542 , 6 , 48 , 138 , 350 ," 2,812 ", 466 ," 2,165 ", 181 
,Total area actually reporting,99.4%," 12,275 ", 196 ," 1,222 "," 2,412 "," 8,445 "," 72,038 "," 16,639 "," 50,171 "," 5,228 "
,Estimated total,100.0%," 12,331 ", 197 ," 1,226 "," 2,428 "," 8,480 "," 72,464 "," 16,703 "," 50,500 "," 5,261 "
,"Rate per 100,000 inhabitants",,504.3,8.1,50.1,99.3,346.8,"2,963.5",683.1,"2,065.3",215.2
"Oshkosh-Neenah, WI M.S.A.",,"169,773",,,,,,,,,
,Includes Winnebago County,,,,,,,,,,
,City of Oshkosh,"66,654", 141 , 0 , 7 , 28 , 106 ," 1,471 ", 194 ," 1,209 ", 68 
,City of Neenah,"25,850", 52 , 0 , 9 , 10 , 33 , 491 , 50 , 420 , 21 
,Total area actually reporting,100.0%, 281 , 0 , 21 , 45 , 215 ," 2,857 ", 410 ," 2,313 ", 134 
,"Rate per 100,000 inhabitants",,165.5,0.0,12.4,26.5,126.6,"1,682.8",241.5,"1,362.4",78.9
"Owensboro, KY M.S.A.",,"117,893",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,"59,359", 136 , 1 , 34 , 49 , 52 ," 2,658 ", 486 ," 1,937 ", 235 
,Total area actually reporting,100.0%, 169 , 2 , 46 , 52 , 69 ," 3,196 ", 636 ," 2,289 ", 271 
,"Rate per 100,000 inhabitants",,143.4,1.7,39.0,44.1,58.5,"2,710.9",539.5,"1,941.6",229.9
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"849,851",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"209,048", 948 , 12 , 69 , 429 , 438 ," 6,073 ", 978 ," 4,309 ", 786 
,City of Thousand Oaks,"129,853", 164 , 0 , 30 , 33 , 101 ," 1,686 ", 272 ," 1,302 ", 112 
,City of Ventura,"110,228", 368 , 8 , 53 , 109 , 198 ," 3,750 ", 628 ," 2,838 ", 284 
,City of Camarillo,"68,072", 123 , 4 , 21 , 31 , 67 ," 1,125 ", 202 , 824 , 99 
,Total area actually reporting,100.0%," 2,192 ", 31 , 269 , 725 ," 1,167 "," 16,415 "," 2,910 "," 11,855 "," 1,650 "
,"Rate per 100,000 inhabitants",,257.9,3.6,31.7,85.3,137.3,"1,931.5",342.4,"1,395.0",194.2
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"574,187",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"108,823", 516 , 4 , 57 , 47 , 408 ," 1,841 ", 454 ," 1,252 ", 135 
,City of Melbourne,"80,900", 667 , 3 , 65 , 126 , 473 ," 3,308 ", 686 ," 2,439 ", 183 
,City of Titusville,"45,723", 355 , 3 , 40 , 61 , 251 ," 1,868 ", 463 ," 1,183 ", 222 
,Total area actually reporting,100.0%," 2,870 ", 20 , 255 , 451 ," 2,144 "," 14,857 "," 3,249 "," 10,454 "," 1,154 "
,"Rate per 100,000 inhabitants",,499.8,3.5,44.4,78.5,373.4,"2,587.5",565.8,"1,820.7",201.0
"Panama City, FL M.S.A.",,"200,502",,,,,,,,,
,Includes Bay and Gulf Counties,,,,,,,,,,
,City of Panama City,"38,847", 276 , 3 , 17 , 50 , 206 ," 2,098 ", 330 ," 1,587 ", 181 
,Total area actually reporting,100.0%, 957 , 9 , 90 , 136 , 722 ," 6,776 "," 1,208 "," 5,136 ", 432 
,"Rate per 100,000 inhabitants",,477.3,4.5,44.9,67.8,360.1,"3,379.5",602.5,"2,561.6",215.5
"Parkersburg-Vienna, WV M.S.A.",,"91,681",,,,,,,,,
,Includes Wirt and Wood Counties,, ,,,,, ,,,
,City of Parkersburg,"30,913", 206 , 4 , 27 , 19 , 156 ," 1,373 ", 371 , 923 , 79 
,City of Vienna,"10,537", 20 , 0 , 4 , 1 , 15 , 447 , 29 , 415 , 3 
,Total area actually reporting,100.0%, 360 , 4 , 47 , 24 , 285 ," 2,425 ", 596 ," 1,703 ", 126 
,"Rate per 100,000 inhabitants",,392.7,4.4,51.3,26.2,310.9,"2,645.0",650.1,"1,857.5",137.4
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"484,608",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"53,424", 348 , 7 , 27 , 64 , 250 ," 2,184 ", 341 ," 1,741 ", 102 
,Total area actually reporting,100.0%," 2,219 ", 25 , 243 , 396 ," 1,555 "," 12,338 "," 2,441 "," 9,137 ", 760 
,"Rate per 100,000 inhabitants",,457.9,5.2,50.1,81.7,320.9,"2,546.0",503.7,"1,885.4",156.8
"Peoria, IL M.S.A.",,"375,999",,,,,,,,,
,"Includes Marshall, Peoria, Stark, Tazewell, and Woodford Counties",, ,,,,, ,,,
,City of Peoria,"115,099", 875 , 10 , 70 , 305 , 490 ," 4,429 "," 1,089 "," 3,116 ", 224 
,Total area actually reporting,95.7%," 1,463 ", 14 , 166 , 356 , 927 ," 8,215 "," 1,876 "," 5,981 ", 358 
,Estimated total,100.0%," 1,497 ", 14 , 171 , 366 , 946 ," 8,489 "," 1,919 "," 6,198 ", 372 
,"Rate per 100,000 inhabitants",,398.1,3.7,45.5,97.3,251.6,"2,257.7",510.4,"1,648.4",98.9
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"6,068,767",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Montgomery County-Bucks County-Chester County, PA; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,570,826"," 15,534 ", 273 ," 1,259 "," 6,199 "," 7,803 "," 49,334 "," 6,985 "," 36,856 "," 5,493 "
,"City of Wilmington, DE","72,183"," 1,285 ", 26 , 35 , 438 , 786 ," 3,544 ", 812 ," 2,232 ", 500 
,Total area actually reporting,99.9%," 27,091 ", 480 ," 2,046 "," 9,875 "," 14,690 "," 131,765 "," 20,263 "," 101,444 "," 10,058 "
,Estimated total,100.0%," 27,098 ", 480 ," 2,046 "," 9,877 "," 14,695 "," 131,822 "," 20,270 "," 101,492 "," 10,060 "
,"Rate per 100,000 inhabitants",,446.5,7.9,33.7,162.8,242.1,"2,172.1",334.0,"1,672.4",165.8
"Camden, NJ M.D.",,"1,246,564",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%," 3,396 ", 83 , 282 ," 1,112 "," 1,919 "," 24,291 "," 5,135 "," 17,728 "," 1,428 "
,"Rate per 100,000 inhabitants",,272.4,6.7,22.6,89.2,153.9,"1,948.6",411.9,"1,422.1",114.6
"Montgomery County-Bucks County-Chester County, PA M.D.",,"1,964,200",,,,,,,,,
,"Includes Bucks, Chester, and Montgomery Counties",,,,,,,,,,
,Total area actually reporting,99.9%," 2,342 ", 33 , 232 , 655 ," 1,422 "," 27,761 "," 3,178 "," 23,452 "," 1,131 "
,Estimated total,100.0%," 2,345 ", 33 , 232 , 656 ," 1,424 "," 27,783 "," 3,181 "," 23,470 "," 1,132 "
,"Rate per 100,000 inhabitants",,119.4,1.7,11.8,33.4,72.5,"1,414.5",161.9,"1,194.9",57.6
"Philadelphia, PA M.D.",,"2,134,060",,,,,,,,,
,Includes Delaware and Philadelphia Counties,,,,,,,,,,
,Total area actually reporting,99.9%," 17,639 ", 311 ," 1,341 "," 6,925 "," 9,062 "," 59,550 "," 8,305 "," 45,163 "," 6,082 "
,Estimated total,100.0%," 17,643 ", 311 ," 1,341 "," 6,926 "," 9,065 "," 59,585 "," 8,309 "," 45,193 "," 6,083 "
,"Rate per 100,000 inhabitants",,826.7,14.6,62.8,324.5,424.8,"2,792.1",389.4,"2,117.7",285.0
"Wilmington, DE-MD-NJ M.D.",,"723,943",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%," 3,714 ", 53 , 191 ," 1,183 "," 2,287 "," 20,163 "," 3,645 "," 15,101 "," 1,417 "
,"Rate per 100,000 inhabitants",,513.0,7.3,26.4,163.4,315.9,"2,785.2",503.5,"2,085.9",195.7
"Phoenix-Mesa-Scottsdale, AZ M.S.A.",,"4,662,302",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,586,611"," 10,700 ", 146 ," 1,019 "," 3,272 "," 6,263 "," 58,552 "," 13,024 "," 37,568 "," 7,960 "
,City of Mesa,"478,277"," 2,051 ", 19 , 272 , 450 ," 1,310 "," 11,214 "," 1,950 "," 8,404 ", 860 
,City of Scottsdale,"240,885", 369 , 4 , 90 , 112 , 163 ," 5,698 ", 768 ," 4,681 ", 249 
,City of Tempe,"178,654", 902 , 4 , 155 , 237 , 506 ," 8,144 "," 1,200 "," 6,494 ", 450 
,Total area actually reporting,99.8%," 19,876 ", 256 ," 2,148 "," 5,247 "," 12,225 "," 133,534 "," 25,703 "," 94,366 "," 13,465 "
,Estimated total,100.0%," 19,904 ", 256 ," 2,151 "," 5,253 "," 12,244 "," 133,812 "," 25,748 "," 94,580 "," 13,484 "
,"Rate per 100,000 inhabitants",,426.9,5.5,46.1,112.7,262.6,"2,870.1",552.3,"2,028.6",289.2
"Pine Bluff, AR M.S.A",,"92,403", ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff,"43,976", 705 , 9 , 38 , 130 , 528 ," 2,786 "," 1,062 "," 1,488 ", 236 
,Total area actually reporting,100.0%, 840 , 10 , 60 , 139 , 631 ," 3,594 "," 1,340 "," 1,944 ", 310 
,"Rate per 100,000 inhabitants",,909.1,10.8,64.9,150.4,682.9,"3,889.5","1,450.2","2,103.8",335.5
"Pittsburgh, PA M.S.A.",,"2,345,496", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"302,443"," 2,366 ", 57 , 100 ," 1,000 "," 1,209 "," 9,868 "," 1,828 "," 7,222 ", 818 
,Total area actually reporting,97.9%," 6,694 ", 118 , 529 ," 1,924 "," 4,123 "," 40,207 "," 7,165 "," 31,025 "," 2,017 "
,Estimated total,100.0%," 6,778 ", 119 , 536 ," 1,945 "," 4,178 "," 40,964 "," 7,260 "," 31,659 "," 2,045 "
,"Rate per 100,000 inhabitants",,289.0,5.1,22.9,82.9,178.1,"1,746.5",309.5,"1,349.8",87.2
"Pittsfield, MA M.S.A.",,"126,594", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"43,031", 340 , 3 , 37 , 39 , 261 ," 1,016 ", 364 , 620 , 32 
,Total area actually reporting,91.2%, 616 , 3 , 80 , 50 , 483 ," 2,138 ", 649 ," 1,421 ", 68 
,Estimated total,100.0%, 649 , 3 , 83 , 55 , 508 ," 2,292 ", 676 ," 1,537 ", 79 
,"Rate per 100,000 inhabitants",,512.7,2.4,65.6,43.4,401.3,"1,810.5",534.0,"1,214.1",62.4
"Pocatello, ID M.S.A.",,"84,414",,,,,,,,,
,Includes Bannock County,,,,,,,,,,
,City of Pocatello ,"54,448", 207 , 2 , 18 , 14 , 173 ," 1,630 ", 316 ," 1,184 ", 130 
,Total area actually reporting,100.0%, 241 , 3 , 20 , 18 , 200 ," 2,218 ", 361 ," 1,712 ", 145 
,"Rate per 100,000 inhabitants",,285.5,3.6,23.7,21.3,236.9,"2,627.5",427.7,"2,028.1",171.8
"Portland-South Portland, ME M.S.A.2",,"529,510",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"67,041", 196 , 2 , 36 , 59 , 99 ," 1,795 ", 236 ," 1,485 ", 74 
,City of South Portland,"25,674", 44 , 0 , 6 , 11 , 27 , 596 , 75 , 505 , 16 
,Total area actually reporting,100.0%, 711 , 8 , 145 , 127 , 431 ," 8,954 "," 1,512 "," 7,148 ", 294 
,"Rate per 100,000 inhabitants",,134.3,1.5,27.4,24.0,81.4,"1,691.0",285.5,"1,349.9",55.5
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.",,"2,435,620",,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","642,129"," 3,163 ", 14 , 389 , 986 ," 1,774 "," 33,087 "," 4,064 "," 24,099 "," 4,924 "
,"City of Vancouver, WA","174,912", 675 , 0 , 117 , 148 , 410 ," 5,533 ", 860 ," 3,666 "," 1,007 "
,"City of Hillsboro, OR","104,440", 298 , 0 , 79 , 64 , 155 ," 2,010 ", 232 ," 1,613 ", 165 
,"City of Beaverton, OR","97,907", 133 , 0 , 25 , 30 , 78 ," 1,403 ", 124 ," 1,176 ", 103 
,Total area actually reporting,98.3%," 6,635 ", 41 ," 1,181 "," 1,647 "," 3,766 "," 66,937 "," 8,901 "," 48,646 "," 9,390 "
,Estimated total,100.0%," 6,725 ", 42 ," 1,199 "," 1,665 "," 3,819 "," 68,056 "," 9,029 "," 49,529 "," 9,498 "
,"Rate per 100,000 inhabitants",,276.1,1.7,49.2,68.4,156.8,"2,794.2",370.7,"2,033.5",390.0
"Port St. Lucie, FL M.S.A.",,"461,932",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"182,365", 270 , 3 , 22 , 48 , 197 ," 2,419 ", 400 ," 1,934 ", 85 
,Total area actually reporting,100.0%," 1,196 ", 19 , 132 , 216 , 829 ," 8,119 "," 1,523 "," 6,224 ", 372 
,"Rate per 100,000 inhabitants",,258.9,4.1,28.6,46.8,179.5,"1,757.6",329.7,"1,347.4",80.5
"Prescott, AZ M.S.A.",,"225,038",,,,,,,,,
,Includes Yavapai County,, ,,,,,,,,
,City of Prescott,"42,321", 170 , 0 , 10 , 18 , 142 , 924 , 175 , 720 , 29 
,Total area actually reporting,100.0%, 653 , 6 , 49 , 49 , 549 ," 4,326 ", 841 ," 3,246 ", 239 
,"Rate per 100,000 inhabitants",,290.2,2.7,21.8,21.8,244.0,"1,922.3",373.7,"1,442.4",106.2
"Providence-Warwick, RI-MA M.S.A.3, 4",,"1,612,295",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",, ,,,,, ,,,
,"City of Providence, RI3","179,340"," 1,031 ", 10 , 112 , 300 , 609 ,," 1,154 "," 4,132 ",
,"City of Warwick, RI","81,481", 61 , 1 , 17 , 11 , 32 ," 1,625 ", 158 ," 1,392 ", 75 
,Total area actually reporting,100.0%," 5,079 ", 39 , 625 ," 1,059 "," 3,356 ",," 5,922 ",,
,"Rate per 100,000 inhabitants",,315.0,2.4,38.8,65.7,208.2,,367.3,,
"Provo-Orem, UT M.S.A.",,"599,314",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"115,739", 149 , 2 , 57 , 20 , 70 ," 2,713 ", 266 ," 2,292 ", 155 
,City of Orem,"95,640", 65 , 0 , 26 , 18 , 21 ," 2,447 ", 209 ," 2,116 ", 122 
,Total area actually reporting,100.0%, 465 , 5 , 164 , 64 , 232 ," 10,556 "," 1,241 "," 8,766 ", 549 
,"Rate per 100,000 inhabitants",,77.6,0.8,27.4,10.7,38.7,"1,761.3",207.1,"1,462.7",91.6
"Pueblo, CO M.S.A.",,"164,337", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo,"109,927"," 1,081 ", 9 , 171 , 224 , 677 ," 7,473 "," 1,797 "," 4,505 "," 1,171 "
,Total area actually reporting,100.0%," 1,117 ", 11 , 172 , 230 , 704 ," 8,784 "," 2,089 "," 5,364 "," 1,331 "
,"Rate per 100,000 inhabitants",,679.7,6.7,104.7,140.0,428.4,"5,345.1","1,271.2","3,264.0",809.9
"Punta Gorda, FL M.S.A.",,"176,234", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"18,466", 12 , 1 , 0 , 1 , 10 , 212 , 24 , 177 , 11 
,Total area actually reporting,100.0%, 391 , 5 , 35 , 20 , 331 ," 2,671 ", 432 ," 2,127 ", 112 
,"Rate per 100,000 inhabitants",,221.9,2.8,19.9,11.3,187.8,"1,515.6",245.1,"1,206.9",63.6
"Racine, WI M.S.A.",,"194,692", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"77,536", 367 , 6 , 16 , 133 , 212 ," 2,287 ", 677 ," 1,510 ", 100 
,Total area actually reporting,100.0%, 427 , 8 , 29 , 148 , 242 ," 3,748 ", 875 ," 2,715 ", 158 
,"Rate per 100,000 inhabitants",,219.3,4.1,14.9,76.0,124.3,"1,925.1",449.4,"1,394.5",81.2
"Rapid City, SD M.S.A.",,"145,700", ,,,,, ,,,
,"Includes Custer, Meade, and Pennington Counties",,,,,,,,,,
,City of Rapid City ,"74,573", 536 , 2 , 88 , 80 , 366 ," 2,966 ", 480 ," 2,236 ", 250 
,Total area actually reporting,100.0%, 721 , 5 , 151 , 87 , 478 ," 3,806 ", 635 ," 2,861 ", 310 
,"Rate per 100,000 inhabitants",,494.9,3.4,103.6,59.7,328.1,"2,612.2",435.8,"1,963.6",212.8
"Reading, PA M.S.A.",,"414,729", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"87,834", 597 , 10 , 47 , 233 , 307 ," 2,292 ", 685 ," 1,417 ", 190 
,Total area actually reporting,99.1%," 1,128 ", 17 , 110 , 299 , 702 ," 6,740 "," 1,416 "," 4,973 ", 351 
,Estimated total,100.0%," 1,135 ", 17 , 111 , 301 , 706 ," 6,795 "," 1,423 "," 5,019 ", 353 
,"Rate per 100,000 inhabitants",,273.7,4.1,26.8,72.6,170.2,"1,638.4",343.1,"1,210.2",85.1
"Redding, CA M.S.A.",,"178,755", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"91,918", 720 , 5 , 84 , 143 , 488 ," 3,837 ", 710 ," 2,608 ", 519 
,Total area actually reporting,100.0%," 1,333 ", 12 , 150 , 172 , 999 ," 5,561 "," 1,217 "," 3,472 ", 872 
,"Rate per 100,000 inhabitants",,745.7,6.7,83.9,96.2,558.9,"3,111.0",680.8,"1,942.3",487.8
"Reno, NV M.S.A.",,"457,558",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"244,554"," 1,717 ", 9 , 139 , 393 ," 1,176 "," 7,933 "," 1,208 "," 5,381 "," 1,344 "
,Total area actually reporting,100.0%," 2,354 ", 14 , 193 , 491 ," 1,656 "," 11,866 "," 1,919 "," 8,134 "," 1,813 "
,"Rate per 100,000 inhabitants",,514.5,3.1,42.2,107.3,361.9,"2,593.3",419.4,"1,777.7",396.2
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,509,084",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"325,896"," 1,724 ", 10 , 141 , 586 , 987 ," 11,266 "," 1,977 "," 7,355 "," 1,934 "
