Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2018",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of North Port,"67,682", 117 , 4 , 34 , 18 , 61 ," 1,186 ", 132 ," 1,026 ", 28 
,City of Sarasota,"57,718", 337 , 3 , 22 , 82 , 230 ," 1,877 ", 301 ," 1,442 ", 134 
,City of Bradenton,"57,647", 388 , 1 , 30 , 76 , 281 ," 1,564 ", 227 ," 1,258 ", 79 
,City of Venice,"23,362", 25 , 0 , 1 , 2 , 22 , 323 , 38 , 269 , 16 
,Total area actually reporting,100.0%," 2,751 ", 29 , 248 , 440 ," 2,034 "," 14,937 "," 2,205 "," 11,851 ", 881 
,"Rate per 100,000 inhabitants",,335.5,3.5,30.2,53.7,248.1,"1,821.8",268.9,"1,445.5",107.5
"Norwich-New London, CT M.S.A.2",,"176,337",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich2,"39,318", 108 , 0 , 35 , 27 , 46 , 498 , 93 , 362 , 43 
,City of New London,"26,995", 122 , 2 , 30 , 39 , 51 , 568 , 113 , 388 , 67 
,Total area actually reporting,100.0%, 365 , 3 , 93 , 78 , 191 ," 2,662 ", 314 ," 2,191 ", 157 
,"Rate per 100,000 inhabitants",,207.0,1.7,52.7,44.2,108.3,"1,509.6",178.1,"1,242.5",89.0
"Ocala, FL M.S.A.",,"357,538",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"59,505", 405 , 7 , 58 , 106 , 234 ," 2,871 ", 406 ," 2,286 ", 179 
,Total area actually reporting,100.0%," 1,475 ", 29 , 244 , 199 ," 1,003 "," 7,428 "," 1,611 "," 5,175 ", 642 
,"Rate per 100,000 inhabitants",,412.5,8.1,68.2,55.7,280.5,"2,077.5",450.6,"1,447.4",179.6
"Ocean City, NJ M.S.A.",,"91,732",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"11,138", 5 , 0 , 0 , 0 , 5 , 283 , 33 , 249 , 1 
,Total area actually reporting,100.0%, 185 , 1 , 23 , 37 , 124 ," 1,919 ", 321 ," 1,557 ", 41 
,"Rate per 100,000 inhabitants",,201.7,1.1,25.1,40.3,135.2,"2,092.0",349.9,"1,697.3",44.7
"Odessa, TX M.S.A.",,"159,752",,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,"119,545"," 1,049 ", 8 , 118 , 104 , 819 ," 2,996 ", 504 ," 2,123 ", 369 
,Total area actually reporting,100.0%," 1,215 ", 12 , 123 , 125 , 955 ," 4,574 ", 794 ," 3,153 ", 627 
,"Rate per 100,000 inhabitants",,760.6,7.5,77.0,78.2,597.8,"2,863.2",497.0,"1,973.7",392.5
"Ogden-Clearfield, UT M.S.A.",,"677,282",,,,,,,,,
,"Includes Box Elder, Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"87,616", 417 , 5 , 74 , 81 , 257 ," 3,218 ", 500 ," 2,319 ", 399 
,City of Clearfield,"31,558", 59 , 0 , 15 , 8 , 36 , 462 , 68 , 341 , 53 
,Total area actually reporting,99.9%," 1,136 ", 11 , 356 , 168 , 601 ," 12,125 "," 1,899 "," 9,143 "," 1,083 "
,Estimated total,100.0%," 1,137 ", 11 , 356 , 168 , 602 ," 12,146 "," 1,902 "," 9,159 "," 1,085 "
,"Rate per 100,000 inhabitants",,167.9,1.6,52.6,24.8,88.9,"1,793.3",280.8,"1,352.3",160.2
"Oklahoma City, OK M.S.A.2",,"1,397,950",,,,,,,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"652,865"," 5,663 ", 52 , 542 ," 1,082 "," 3,987 "," 26,298 "," 6,000 "," 16,668 "," 3,630 "
,Total area actually reporting,100.0%," 7,402 ", 72 , 859 ," 1,333 "," 5,138 "," 43,021 "," 9,568 "," 28,012 "," 5,441 "
,"Rate per 100,000 inhabitants",,529.5,5.2,61.4,95.4,367.5,"3,077.4",684.4,"2,003.8",389.2
"Olympia-Lacey-Tumwater, WA M.S.A.",,"285,879",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia,"52,312", 246 , 1 , 38 , 50 , 157 ," 2,020 ", 320 ," 1,473 ", 227 
,City of Lacey,"50,844", 96 , 4 , 15 , 17 , 60 ," 1,374 ", 190 ," 1,087 ", 97 
,City of Tumwater,"23,405", 84 , 1 , 15 , 9 , 59 , 703 , 155 , 481 , 67 
,Total area actually reporting,100.0%, 751 , 8 , 110 , 101 , 532 ," 6,385 "," 1,434 "," 4,314 ", 637 
,"Rate per 100,000 inhabitants",,262.7,2.8,38.5,35.3,186.1,"2,233.5",501.6,"1,509.0",222.8
"Orlando-Kissimmee-Sanford, FL M.S.A.",,"2,566,617",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,"286,679"," 2,282 ", 39 , 200 , 628 ," 1,415 "," 13,803 "," 1,619 "," 10,965 "," 1,219 "
,City of Kissimmee,"72,894", 288 , 3 , 26 , 58 , 201 ," 1,839 ", 285 ," 1,419 ", 135 
,City of Sanford,"60,154", 421 , 5 , 57 , 83 , 276 ," 2,133 ", 356 ," 1,661 ", 116 
,Total area actually reporting,99.9%," 11,359 ", 139 ," 1,281 "," 2,390 "," 7,549 "," 62,884 "," 10,424 "," 47,582 "," 4,878 "
,Estimated total,100.0%," 11,367 ", 139 ," 1,281 "," 2,392 "," 7,555 "," 62,946 "," 10,438 "," 47,625 "," 4,883 "
,"Rate per 100,000 inhabitants",,442.9,5.4,49.9,93.2,294.4,"2,452.5",406.7,"1,855.6",190.3
"Owensboro, KY M.S.A.",,"118,844",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,"59,686", 160 , 2 , 42 , 59 , 57 ," 2,638 ", 453 ," 1,945 ", 240 
,Total area actually reporting,100.0%, 180 , 4 , 49 , 63 , 64 ," 3,097 ", 582 ," 2,228 ", 287 
,"Rate per 100,000 inhabitants",,151.5,3.4,41.2,53.0,53.9,"2,605.9",489.7,"1,874.7",241.5
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"851,810",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"211,737", 801 , 14 , 66 , 327 , 394 ," 5,055 ", 704 ," 3,568 ", 783 
,City of Thousand Oaks,"129,319", 126 , 14 , 30 , 30 , 52 ," 1,480 ", 236 ," 1,127 ", 117 
,City of Ventura,"111,272", 445 , 2 , 54 , 117 , 272 ," 3,482 ", 481 ," 2,667 ", 334 
,City of Camarillo,"68,218", 78 , 0 , 16 , 21 , 41 , 841 , 110 , 663 , 68 
,Total area actually reporting,100.0%," 2,048 ", 35 , 256 , 639 ," 1,118 "," 14,659 "," 2,235 "," 10,774 "," 1,650 "
,"Rate per 100,000 inhabitants",,240.4,4.1,30.1,75.0,131.2,"1,720.9",262.4,"1,264.8",193.7
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"595,540",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"112,902", 404 , 9 , 64 , 43 , 288 ," 2,109 ", 402 ," 1,583 ", 124 
,City of Melbourne,"82,844", 601 , 5 , 65 , 101 , 430 ," 2,941 ", 440 ," 2,357 ", 144 
,City of Titusville,"46,650", 289 , 3 , 24 , 45 , 217 ," 1,397 ", 322 , 918 , 157 
,Total area actually reporting,100.0%," 2,214 ", 29 , 216 , 336 ," 1,633 "," 12,754 "," 2,262 "," 9,612 ", 880 
,"Rate per 100,000 inhabitants",,371.8,4.9,36.3,56.4,274.2,"2,141.6",379.8,"1,614.0",147.8
"Panama City, FL M.S.A.",,"185,593",,,,,,,,,
,Includes Bay County,,,,,,,,,,
,City of Panama City,"37,318", 234 , 2 , 4 , 45 , 183 ," 2,150 ", 423 ," 1,467 ", 260 
,Total area actually reporting,100.0%, 760 , 7 , 72 , 98 , 583 ," 5,974 "," 1,173 "," 4,301 ", 500 
,"Rate per 100,000 inhabitants",,409.5,3.8,38.8,52.8,314.1,"3,218.9",632.0,"2,317.4",269.4
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"493,023",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"52,672", 285 , 1 , 36 , 56 , 192 ," 2,012 ", 261 ," 1,646 ", 105 
,Total area actually reporting,100.0%," 1,971 ", 13 , 286 , 311 ," 1,361 "," 11,449 "," 2,174 "," 8,484 ", 791 
,"Rate per 100,000 inhabitants",,399.8,2.6,58.0,63.1,276.1,"2,322.2",441.0,"1,720.8",160.4
"Peoria, IL M.S.A.4",,"404,570",,,,,,,,,
,"Includes Fulton, Marshall, Peoria, Stark, Tazewell, and Woodford Counties",, ,,,,, ,,,
,City of Peoria,"112,595", 860 , 22 , 68 , 201 , 569 ," 4,509 ", 890 ," 3,197 ", 422 
,Total area actually reporting,84.3%," 1,396 ", 26 , 206 , 244 , 920 ,," 1,593 ",, 590 
,Estimated total,100.0%," 1,484 ", 27 , 219 , 255 , 983 ,," 1,741 ",, 643 
,"Rate per 100,000 inhabitants",,366.8,6.7,54.1,63.0,243.0,,430.3,,158.9
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"6,088,470",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Montgomery County-Bucks County-Chester County, PA; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,586,916"," 14,420 ", 351 ," 1,095 "," 5,262 "," 7,712 "," 49,145 "," 6,497 "," 36,968 "," 5,680 "
,"City of Camden, NJ","73,140"," 1,198 ", 23 , 64 , 355 , 756 ," 2,219 ", 458 ," 1,242 ", 519 
,"City of Wilmington, DE","71,157"," 1,099 ", 23 , 14 , 358 , 704 ," 3,502 ", 567 ," 2,483 ", 452 
,Total area actually reporting,100.0%," 24,901 ", 540 ," 1,966 "," 8,030 "," 14,365 "," 118,959 "," 16,167 "," 92,645 "," 10,147 "
,"Rate per 100,000 inhabitants",,409.0,8.9,32.3,131.9,235.9,"1,953.8",265.5,"1,521.6",166.7
"Camden, NJ M.D.",,"1,233,912",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%," 3,003 ", 48 , 250 , 915 ," 1,790 "," 21,451 "," 3,813 "," 16,274 "," 1,364 "
,"Rate per 100,000 inhabitants",,243.4,3.9,20.3,74.2,145.1,"1,738.5",309.0,"1,318.9",110.5
"Montgomery County-Bucks County-Chester County, PA M.D.",,"1,978,598",,,,,,,,,
,"Includes Bucks, Chester, and Montgomery Counties",,,,,,,,,,
,Total area actually reporting,100.0%," 2,374 ", 54 , 328 , 508 ," 1,484 "," 22,207 "," 2,212 "," 19,016 ", 979 
,"Rate per 100,000 inhabitants",,120.0,2.7,16.6,25.7,75.0,"1,122.4",111.8,961.1,49.5
"Philadelphia, PA M.D.",,"2,151,872",,,,,,,,,
,Includes Delaware and Philadelphia Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 16,434 ", 394 ," 1,187 "," 5,809 "," 9,044 "," 58,066 "," 7,643 "," 43,947 "," 6,476 "
,"Rate per 100,000 inhabitants",,763.7,18.3,55.2,270.0,420.3,"2,698.4",355.2,"2,042.3",300.9
"Wilmington, DE-MD-NJ M.D.",,"724,088",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%," 3,090 ", 44 , 201 , 798 ," 2,047 "," 17,235 "," 2,499 "," 13,408 "," 1,328 "
,"Rate per 100,000 inhabitants",,426.7,6.1,27.8,110.2,282.7,"2,380.2",345.1,"1,851.7",183.4
"Phoenix-Mesa-Chandler, AZ M.S.A.",,"4,861,204",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,653,080"," 12,110 ", 132 ," 1,086 "," 3,112 "," 7,780 "," 57,732 "," 10,479 "," 39,438 "," 7,815 "
,City of Mesa,"504,873"," 1,837 ", 17 , 238 , 417 ," 1,165 "," 10,024 "," 1,563 "," 7,598 ", 863 
,City of Chandler,"255,986", 606 , 4 , 146 , 123 , 333 ," 5,430 ", 658 ," 4,455 ", 317 
,City of Scottsdale,"254,961", 422 , 7 , 122 , 87 , 206 ," 5,683 ", 711 ," 4,700 ", 272 
,City of Tempe,"188,543", 913 , 5 , 176 , 189 , 543 ," 7,802 "," 1,017 "," 6,247 ", 538 
,City of Casa Grande,"56,479", 346 , 1 , 32 , 34 , 279 ," 1,478 ", 228 ," 1,144 ", 106 
,Total area actually reporting,99.9%," 21,687 ", 222 ," 2,406 "," 4,772 "," 14,287 "," 126,788 "," 20,991 "," 92,472 "," 13,325 "
,Estimated total,100.0%," 21,690 ", 222 ," 2,406 "," 4,772 "," 14,290 "," 126,815 "," 20,992 "," 92,496 "," 13,327 "
,"Rate per 100,000 inhabitants",,446.2,4.6,49.5,98.2,294.0,"2,608.7",431.8,"1,902.7",274.2
"Pine Bluff, AR M.S.A",,"89,619", ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff,"42,195", 679 , 15 , 37 , 97 , 530 ," 2,278 ", 665 ," 1,380 ", 233 
,Total area actually reporting,100.0%, 789 , 20 , 61 , 103 , 605 ," 3,065 ", 954 ," 1,808 ", 303 
,"Rate per 100,000 inhabitants",,880.4,22.3,68.1,114.9,675.1,"3,420.0","1,064.5","2,017.4",338.1
"Pittsburgh, PA M.S.A.",,"2,327,716", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"302,544"," 1,751 ", 57 , 121 , 696 , 877 ," 9,125 "," 1,341 "," 7,055 ", 729 
,Total area actually reporting,99.2%," 6,380 ", 127 , 601 ," 1,368 "," 4,284 "," 32,667 "," 4,555 "," 26,251 "," 1,861 "
,Estimated total,100.0%," 6,391 ", 127 , 601 ," 1,369 "," 4,294 "," 32,893 "," 4,564 "," 26,467 "," 1,862 "
,"Rate per 100,000 inhabitants",,274.6,5.5,25.8,58.8,184.5,"1,413.1",196.1,"1,137.0",80.0
"Pittsfield, MA M.S.A.",,"125,593", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"42,298", 356 , 3 , 43 , 35 , 275 ," 1,196 ", 464 , 661 , 71 
,Total area actually reporting,88.7%, 556 , 5 , 63 , 50 , 438 ," 2,147 ", 690 ," 1,349 ", 108 
,Estimated total,100.0%, 581 , 5 , 63 , 55 , 458 ," 2,191 ", 690 ," 1,387 ", 114 
,"Rate per 100,000 inhabitants",,462.6,4.0,50.2,43.8,364.7,"1,744.5",549.4,"1,104.4",90.8
"Pocatello, ID M.S.A.",,"93,951",,,,,,,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello ,"55,317", 209 , 1 , 21 , 13 , 174 ," 1,568 ", 339 ," 1,100 ", 129 
,Total area actually reporting,100.0%, 274 , 1 , 31 , 15 , 227 ," 2,387 ", 433 ," 1,778 ", 176 
,"Rate per 100,000 inhabitants",,291.6,1.1,33.0,16.0,241.6,"2,540.7",460.9,"1,892.5",187.3
"Portland-South Portland, ME M.S.A.2",,"535,224",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"66,997", 192 , 2 , 49 , 49 , 92 ," 1,626 ", 169 ," 1,370 ", 87 
,City of South Portland,"25,557", 36 , 0 , 9 , 4 , 23 , 455 , 54 , 388 , 13 
,Total area actually reporting,100.0%, 613 , 5 , 170 , 112 , 326 ," 7,102 ", 976 ," 5,846 ", 280 
,"Rate per 100,000 inhabitants",,114.5,0.9,31.8,20.9,60.9,"1,326.9",182.4,"1,092.3",52.3
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.",,"2,489,355",,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","657,260"," 3,418 ", 25 , 438 ," 1,056 "," 1,899 "," 35,884 "," 4,444 "," 24,508 "," 6,932 "
,"City of Vancouver, WA","177,580", 819 , 3 , 150 , 155 , 511 ," 5,852 ", 789 ," 3,987 "," 1,076 "
,"City of Hillsboro, OR","109,121", 287 , 0 , 61 , 54 , 172 ," 2,077 ", 208 ," 1,651 ", 218 
,"City of Beaverton, OR","98,616", 189 , 2 , 59 , 40 , 88 ," 2,039 ", 191 ," 1,587 ", 261 
,"City of Tigard, OR","53,880", 114 , 0 , 30 , 33 , 51 ," 1,558 ", 180 ," 1,277 ", 101 
,Total area actually reporting,99.5%," 7,405 ", 48 ," 1,377 "," 1,748 "," 4,232 "," 71,193 "," 9,064 "," 49,785 "," 12,344 "
,Estimated total,100.0%," 7,446 ", 48 ," 1,382 "," 1,759 "," 4,257 "," 71,444 "," 9,077 "," 50,006 "," 12,361 "
,"Rate per 100,000 inhabitants",,299.1,1.9,55.5,70.7,171.0,"2,870.0",364.6,"2,008.8",496.6
"Port St. Lucie, FL M.S.A.",,"480,458",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"193,137", 218 , 2 , 26 , 31 , 159 ," 1,851 ", 256 ," 1,523 ", 72 
,Total area actually reporting,100.0%," 1,200 ", 21 , 177 , 208 , 794 ," 6,598 ", 965 ," 5,275 ", 358 
,"Rate per 100,000 inhabitants",,249.8,4.4,36.8,43.3,165.3,"1,373.3",200.9,"1,097.9",74.5
"Poughkeepsie-Newburg-Middletown, NY M.S.A.",,"666,032",,,,,,,,,
,Includes Dutchess and Orange Counties,, ,,,,, ,,,
,City of Poughkeepsie,"30,580", 216 , 4 , 26 , 59 , 127 , 494 , 85 , 374 , 35 
,City of Newburgh,"28,282", 329 , 2 , 24 , 102 , 201 , 657 , 141 , 475 , 41 
,City of Middletown,"27,885", 110 , 0 , 20 , 28 , 62 , 510 , 71 , 421 , 18 
,City of Woodbury Town,"11,114", 7 , 0 , 1 , 3 , 3 , 416 , 0 , 414 , 2 
,Total area actually reporting,99.8%," 1,311 ", 11 , 251 , 277 , 772 ," 8,093 ", 898 ," 6,920 ", 275 
,Estimated total,100.0%," 1,311 ", 11 , 251 , 277 , 772 ," 8,109 ", 899 ," 6,935 ", 275 
,"Rate per 100,000 inhabitants",,196.8,1.7,37.7,41.6,115.9,"1,217.5",135.0,"1,041.2",41.3
"Prescott Valley-Prescott, AZ M.S.A.",,"232,771",,,,,,,,,
,Includes Yavapai County,, ,,,,,,,,
,City of Prescott Valley,"45,337", 67 , 1 , 10 , 5 , 51 , 776 , 73 , 676 , 27 
,City of Prescott,"43,172", 136 , 2 , 11 , 2 , 121 , 896 , 107 , 749 , 40 
,Total area actually reporting,100.0%, 605 , 7 , 68 , 22 , 508 ," 3,777 ", 589 ," 2,969 ", 219 
,"Rate per 100,000 inhabitants",,259.9,3.0,29.2,9.5,218.2,"1,622.6",253.0,"1,275.5",94.1
"Providence-Warwick, RI-MA M.S.A.",,"1,620,470",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",, ,,,,, ,,,
,"City of Providence, RI ","180,169", 819 , 10 , 109 , 248 , 452 ," 5,679 ", 931 ," 4,196 ", 552 
,"City of Warwick, RI","80,380", 73 , 1 , 27 , 9 , 36 ," 1,372 ", 136 ," 1,178 ", 58 
,Total area actually reporting,99.5%," 4,582 ", 23 , 695 , 804 ," 3,060 "," 24,805 "," 4,203 "," 18,519 "," 2,083 "
,Estimated total,100.0%," 4,603 ", 23 , 696 , 808 ," 3,076 "," 24,843 "," 4,204 "," 18,550 "," 2,089 "
,"Rate per 100,000 inhabitants",,284.1,1.4,43.0,49.9,189.8,"1,533.1",259.4,"1,144.7",128.9
"Provo-Orem, UT M.S.A.",,"633,113",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"117,986", 207 , 2 , 70 , 22 , 113 ," 2,090 ", 209 ," 1,747 ", 134 
,City of Orem,"99,221", 69 , 1 , 20 , 12 , 36 ," 1,827 ", 152 ," 1,576 ", 99 
,Total area actually reporting,100.0%, 556 , 5 , 203 , 47 , 301 ," 8,610 ", 889 ," 7,226 ", 495 
,"Rate per 100,000 inhabitants",,87.8,0.8,32.1,7.4,47.5,"1,359.9",140.4,"1,141.3",78.2
"Pueblo, CO M.S.A.",,"167,573", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo,"111,756"," 1,110 ", 9 , 185 , 220 , 696 ," 6,231 "," 1,224 "," 3,947 "," 1,060 "
,Total area actually reporting,100.0%," 1,162 ", 10 , 186 , 234 , 732 ," 7,352 "," 1,451 "," 4,679 "," 1,222 "
,"Rate per 100,000 inhabitants",,693.4,6.0,111.0,139.6,436.8,"4,387.3",865.9,"2,792.2",729.2
"Punta Gorda, FL M.S.A.",,"185,327", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"20,170", 11 , 0 , 1 , 2 , 8 , 330 , 28 , 290 , 12 
,Total area actually reporting,100.0%, 361 , 2 , 32 , 19 , 308 ," 2,093 ", 255 ," 1,724 ", 114 
,"Rate per 100,000 inhabitants",,194.8,1.1,17.3,10.3,166.2,"1,129.4",137.6,930.2,61.5
"Racine, WI M.S.A.2",,"196,249", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"77,373", 435 , 8 , 54 , 81 , 292 ," 1,662 ", 347 ," 1,196 ", 119 
,Total area actually reporting,100.0%, 518 , 8 , 59 , 93 , 358 ," 2,744 ", 521 ," 2,054 ", 169 
,"Rate per 100,000 inhabitants",,264.0,4.1,30.1,47.4,182.4,"1,398.2",265.5,"1,046.6",86.1
"Rapid City, SD M.S.A.",,"140,572", ,,,,, ,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City ,"75,290", 492 , 2 , 99 , 65 , 326 ," 2,194 ", 428 ," 1,502 ", 264 
,Total area actually reporting,100.0%, 713 , 2 , 184 , 68 , 459 ," 3,123 ", 626 ," 2,151 ", 346 
,"Rate per 100,000 inhabitants",,507.2,1.4,130.9,48.4,326.5,"2,221.6",445.3,"1,530.2",246.1
"Reading, PA M.S.A.",,"418,275", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"88,466", 621 , 19 , 53 , 221 , 328 ," 1,984 ", 603 ," 1,192 ", 189 
,Total area actually reporting,100.0%, 989 , 23 , 103 , 284 , 579 ," 5,452 "," 1,062 "," 4,042 ", 348 
,"Rate per 100,000 inhabitants",,236.4,5.5,24.6,67.9,138.4,"1,303.4",253.9,966.3,83.2
"Redding, CA M.S.A.",,"178,909", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"92,068", 620 , 2 , 87 , 96 , 435 ," 3,433 ", 613 ," 2,281 ", 539 
,Total area actually reporting,100.0%," 1,163 ", 13 , 137 , 127 , 886 ," 5,131 "," 1,182 "," 3,020 ", 929 
,"Rate per 100,000 inhabitants",,650.1,7.3,76.6,71.0,495.2,"2,867.9",660.7,"1,688.0",519.3
"Reno, NV M.S.A.",,"469,042",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"252,341"," 1,636 ", 6 , 174 , 303 ," 1,153 "," 6,053 "," 1,073 "," 3,930 "," 1,050 "
,Total area actually reporting,100.0%," 2,408 ", 16 , 301 , 406 ," 1,685 "," 9,761 "," 1,881 "," 6,394 "," 1,486 "
,"Rate per 100,000 inhabitants",,513.4,3.4,64.2,86.6,359.2,"2,081.1",401.0,"1,363.2",316.8
"Richmond, VA M.S.A.",,"1,279,968",,,,,,,,,
,"Includes Amelia, Charles City, Chesterfield, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,"229,927"," 1,190 ", 52 , 77 , 428 , 633 ," 8,807 "," 1,121 "," 6,518 "," 1,168 "
,Total area actually reporting,100.0%," 3,064 ", 100 , 354 , 808 ," 1,802 "," 27,596 "," 3,176 "," 21,972 "," 2,448 "
,"Rate per 100,000 inhabitants",,239.4,7.8,27.7,63.1,140.8,"2,156.0",248.1,"1,716.6",191.3
"Riverside-San Bernardino-Ontario, CA M.S.A.2",,"4,595,416",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"331,022"," 1,686 ", 14 , 150 , 543 , 979 ," 10,226 "," 1,470 "," 6,911 "," 1,845 "
,City of San Bernardino,"217,986"," 2,906 ", 49 , 153 , 974 ," 1,730 "," 9,014 "," 2,226 "," 4,594 "," 2,194 "
,City of Ontario,"177,542", 670 , 6 , 106 , 231 , 327 ," 4,584 ", 723 ," 2,858 "," 1,003 "
,City of Corona,"170,041", 263 , 6 , 46 , 119 , 92 ," 3,264 ", 488 ," 2,185 ", 591 
,City of Temecula,"116,411", 139 , 0 , 4 , 60 , 75 ," 2,711 ", 429 ," 1,964 ", 318 
,City of Chino,"91,535", 259 , 1 , 25 , 67 , 166 ," 2,216 ", 407 ," 1,508 ", 301 
,City of Redlands,"71,954", 264 , 5 , 64 , 82 , 113 ," 2,491 ", 326 ," 1,842 ", 323 
,City of Palm Desert,"53,567", 91 , 0 , 6 , 21 , 64 ," 1,989 ", 329 ," 1,530 ", 130 
,Total area actually reporting,100.0%," 17,937 ", 220 ," 1,479 "," 5,306 "," 10,932 "," 112,378 "," 21,681 "," 69,078 "," 21,619 "
,"Rate per 100,000 inhabitants",,390.3,4.8,32.2,115.5,237.9,"2,445.4",471.8,"1,503.2",470.4
"Roanoke, VA M.S.A.",,"314,160", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"100,042", 427 , 12 , 48 , 103 , 264 ," 4,434 ", 488 ," 3,579 ", 367 
,Total area actually reporting,100.0%, 739 , 22 , 126 , 149 , 442 ," 7,472 ", 842 ," 6,044 ", 586 
,"Rate per 100,000 inhabitants",,235.2,7.0,40.1,47.4,140.7,"2,378.4",268.0,"1,923.9",186.5
"Rochester, MN M.S.A.2",,"219,724", ,,,,, ,,,
,"Includes Dodge, Fillmore, Olmsted, and Wabasha2 Counties",,,,,,,,,,
,City of Rochester,"117,037", 227 , 5 , 58 , 41 , 123 ," 2,435 ", 353 ," 1,952 ", 130 
,Total area actually reporting,100.0%, 312 , 6 , 83 , 48 , 175 ," 3,101 ", 504 ," 2,424 ", 173 
,"Rate per 100,000 inhabitants",,142.0,2.7,37.8,21.8,79.6,"1,411.3",229.4,"1,103.2",78.7
"Rochester, NY M.S.A.",,"1,057,448",,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, Wayne, and Yates Counties",,,,,,,,,,
,City of Rochester,"207,701"," 1,615 ", 29 , 131 , 516 , 939 ," 7,036 "," 1,178 "," 5,285 ", 573 
,Total area actually reporting,99.7%," 2,718 ", 44 , 452 , 720 ," 1,502 "," 18,593 "," 2,810 "," 14,760 "," 1,023 "
,Estimated total,100.0%," 2,720 ", 44 , 452 , 720 ," 1,504 "," 18,632 "," 2,814 "," 14,794 "," 1,024 "
